station,dst_score,total_flow,Latitude,Longitude
1204816,5.460168650333769,1877.857142857143,33.6716,-117.755616
1204823,0.5353149937328836,169.89285714285714,33.671657,-117.755266
1204825,4.916818361507127,2151.428571428572,33.671657,-117.755266
1204839,0.5772978585392651,174.0,33.674297,-117.756223
1204841,4.741104353409131,1745.5357142857142,33.674297,-117.756223
1204859,0.5650112839172517,185.7142857142857,33.67881,-117.759083
1204861,4.424577610459341,2016.178571428572,33.67881,-117.759083
1204867,0.6216000066945494,219.07142857142856,33.67863,-117.759362
1204869,4.680197451773402,1730.392857142857,33.67863,-117.759362
1204876,0.5617479606885968,184.07142857142856,33.68378,-117.76413
1204878,5.022258139856009,2252.6428571428573,33.68378,-117.76413
1204884,0.6388737462901782,224.2142857142857,33.683599,-117.764425
1204886,5.445099984966389,1951.321428571429,33.683599,-117.764425
1204902,0.6600375073426835,226.1071428571429,33.687939,-117.767277
1204904,5.28343459021042,1862.928571428572,33.687939,-117.767277
1204922,0.5902887103279918,192.32142857142856,33.691182,-117.768954
1204924,4.780311640783928,2159.214285714286,33.691182,-117.768954
1204935,0.5966342246849747,194.17857142857144,33.692068,-117.769532
1204937,4.989605907545482,2244.5714285714284,33.692068,-117.769532
1204942,0.7105160646904795,228.75,33.700148,-117.775267
1204944,5.412985834401738,1960.571428571429,33.700148,-117.775267
1204950,4.866854119092702,2151.75,33.700287,-117.774934
1204956,1.151786126343165,571.7857142857143,33.700287,-117.774934
1204965,0.715916696039328,228.2142857142857,33.70706,-117.779935
1204967,5.3823502569655775,1935.821428571429,33.70706,-117.779935
1204980,1.0739116077671433,529.3214285714286,33.709761,-117.781713
1204982,4.619736075859165,2186.714285714286,33.709761,-117.781713
1204995,1.2601826146259663,458.3571428571428,33.710634,-117.783134
1204997,4.692624681644488,1670.821428571429,33.710634,-117.783134
1205010,0.6594639467047768,227.3928571428572,33.712411,-117.784619
1205012,5.457603902898477,2389.285714285714,33.712411,-117.784619
1205026,0.7414009010817836,235.1071428571429,33.717966,-117.79307099999998
1205028,5.994641549220062,2263.1428571428573,33.717966,-117.79307099999998
1205043,0.6864708921218378,227.2142857142857,33.719297,-117.794408
1205045,4.829940883329475,2310.75,33.719297,-117.794408
1205060,1.0785954287515116,344.32142857142856,33.72047,-117.796638
1205062,5.0203707209415125,1870.392857142857,33.72047,-117.796638
1205069,0.6847045861330243,229.78571428571428,33.719391,-117.794541
1205071,5.507588057833481,2629.428571428572,33.719391,-117.794541
1205086,0.667685668367877,199.25,33.724394,-117.801722
1205088,5.108231928578612,2549.6428571428573,33.724394,-117.801722
1205103,0.7234260179843907,220.07142857142856,33.726403,-117.805381
1205105,6.715992131302511,2608.6071428571427,33.724136,-117.801999
1205120,0.2919312256597206,160.92857142857142,33.732587,-117.814369
1205122,6.495155440482833,2432.0714285714284,33.732587,-117.814369
1205135,5.537783925945019,2509.8214285714284,33.73489,-117.817068
1205139,7.036023522016478,2736.178571428572,33.737386,-117.824499
1205152,5.512634737692754,2627.3214285714284,33.738115,-117.825811
1205157,6.557098942389867,2983.5714285714284,33.739183,-117.829214
1205165,5.1881511598782675,2355.714285714286,33.740283,-117.832416
1205166,4.391841157511766,1992.357142857143,33.740098,-117.832494
1205168,4.2776335363841635,2133.8571428571427,33.741403,-117.835585
1205169,4.877419385258494,2241.964285714286,33.741219,-117.835743
1205171,0.36495552283286714,161.46428571428572,33.742605,-117.838695
1205173,0.37734947247903866,119.03571428571428,33.742378,-117.839015
1205175,5.930377773947346,3047.214285714286,33.744413,-117.841283
1205182,6.445781845730902,2939.785714285714,33.745553,-117.842538
1205189,6.421148388361844,2916.6071428571427,33.749928,-117.844652
1205193,5.611546238033031,2941.1071428571427,33.750124,-117.844061
1205198,0.7411844419946916,170.71428571428572,33.751759,-117.846535
1205200,6.795432689124869,3101.178571428572,33.751759,-117.846535
1205204,6.2530768447832195,3256.5,33.752049,-117.845939
1205211,6.788055008833194,3100.3214285714284,33.753388,-117.849326
1205215,6.023450124748894,3174.1428571428573,33.753753,-117.848788
1205225,9.736980437991177,7794.607142857143,33.754689,-117.850781
1205230,6.33059916090111,2953.428571428572,33.755475,-117.853795
1205246,6.364990242543851,3030.285714285714,33.757943,-117.859225
1205262,6.116165322910405,3185.8214285714284,33.760465,-117.862379
1205269,5.865389768793713,3300.535714285714,33.761599,-117.863369
1205276,5.9906352160381395,2865.75,33.766429,-117.866976
1205286,4.728596032020749,2436.464285714286,33.768742,-117.868373
1205290,6.0100924015592225,3434.678571428572,33.76901,-117.86784
1205297,4.921197675198266,2549.25,33.770032,-117.869238
1205303,5.658812415541298,2872.214285714286,33.776455,-117.873886
1205310,3.687097154674744,1944.071428571429,33.776289,-117.874337
1205320,4.165331140459492,2485.0,33.781151,-117.878226
1205324,5.0284220358262335,3024.035714285714,33.779824,-117.87776
1205330,3.6592683608943535,2035.428571428572,33.782039,-117.879468
1205335,4.10767539390089,2105.178571428572,33.781682,-117.880014
1205341,4.574586389917601,2428.8571428571427,33.790771,-117.888724
