,OID_,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
3972,3973,MD-450 - MD-350,13,39,73,,110.1643442294778,,175.65036696536714,,,,125.75760403322693,1.546435365915335
3973,3974,MD-450 - MD-250,13,37,74,,112.83523146976717,,177.90850643093006,,,,127.2606360266221,1.380701102342252
3974,3975,MD-450 - MD-550,13,14,75,,103.01135179572108,,179.12786336334995,,,,123.6457754422892,1.555961084051726
3999,4000,MD-450 - MD/HD-400,13,40,100,,148.57212948422716,,234.12075381202845,,,,168.45789425364933,2.016978174624157
4001,4002,MD-450 - Location 173,13,216,102,,129.75331504602963,,238.15505417518676,,,,163.30636699029534,2.152887143057914
4003,4004,MD-450 - MD/HD-300,13,3,104,,130.75358840005393,,240.48121546377368,,,,164.72385914118755,2.175296005293716
4008,4009,MD-450 - MD/HD-300,13,38,109,,153.572975347843,,246.5876522267092,,,,174.25959410827707,1.830293777153032
4010,4011,MD-450 - MD/HD-100,13,32,111,,154.080993048237,,249.05400932816804,,,,178.42005315157863,2.434112756149142
4012,4013,MD-450 - MD/HD-600,13,6,113,,146.9624511134757,,260.040942743522,,,,178.7872496268533,2.200600590737289
4042,4043,MD-450 - MD-250,13,11,143,,179.79581976413442,,324.40683842245613,,,,225.5106483893832,2.972338127625821
4043,4044,MD-450 - MD-50,13,31,144,,194.31938683559477,,327.2488747130894,,,,229.42915513532083,3.036846580605371
4047,4048,MD-450 - MD-650,13,15,148,,209.631461745752,,333.8070860903508,,,,236.94755368598769,2.876444891499557
4083,4084,MD-450 - MD/HD-200,13,2,184,,221.94789732754077,,408.3371078905664,,,,280.0839069009334,3.735097001811429
4090,4091,MD-450 - MD/HD-700,13,16,191,,268.0500309254759,,432.5442825897369,,,,304.1343841554947,3.568430569577004
4104,4105,MD-450 - MD-150,13,10,205,,272.31561032802074,,493.40884048784017,,,,339.7438546454076,4.523307391001106
4105,4106,MD-450 - MD-750,13,7,206,,302.8130159747415,,494.5367796164218,,,,346.011416889274,4.089747189393413
4130,4131,MD-450 - MD/HD-00,13,26,231,,330.47440733760783,,551.5028423269221,,,,399.15230377253414,5.006899781940434
4131,4132,MD-450 - MD/HD-00,13,21,232,,328.3429772668457,,554.9726369020357,,,,396.84603195636527,5.028482986750492
4132,4133,MD-450 - MD/HD-00,13,29,233,,321.47993797417325,,555.0139210355748,,,,392.0603994177943,5.022454785901917
4143,4144,MD-450 - IMD/HD-00,13,30,244,,349.1414461504744,,569.8586470813742,,,,417.74027984313113,5.130286907385422
4145,4146,MD-450 - MD/HD-100,13,9,246,,355.5331963873491,,580.1510195648265,,,,425.02408554648576,5.329286268867617
4159,4160,MD-450 - MD-50,13,28,260,,359.8426399150409,,609.2014119462933,,,,432.6063274573552,5.424143353780192
4164,4165,MD-450 - MD-50,13,23,265,,371.7234886315689,,622.7159493370974,,,,444.361446267496,5.525490559083657
4168,4169,MD-450 - MD-50,13,27,269,,378.8125101540248,,633.0151047955577,,,,452.5060561314956,5.635333566971182
4178,4179,MD-450 - MD-50,13,8,279,,409.5860486895325,,665.2393111033034,,,,485.4729354018861,6.080851473460148
4188,4189,MD-450 - MD/HD-100,13,22,289,,421.8209718560348,,697.4606810969123,,,,501.6987032361961,6.178631918446421
4191,4192,MD-450 - MD/HD-00,13,17,292,,453.50544055691375,,721.1073007537153,,,,531.4795298752072,6.566279752406224
4206,4207,MD-450 - MD-150,13,24,307,,461.01935309986754,,781.2738507641542,,,,552.4594532898305,6.972794150968824
4209,4210,MD-450 - MD-50,13,18,310,,495.9909946883452,,796.8129110274675,,,,581.1121028041156,7.012146159142437
4218,4219,MD-450 - MD/HD-100,13,19,319,,538.5281563991755,,879.3726928885305,,,,641.5846886800223,7.48862535781749
4221,4222,MD-450 - MD/HD-200,13,25,322,,519.8530113603537,,892.5512876006276,,,,627.420912478381,7.672405898607884
4223,4224,MD-450 - MD-150,13,20,324,,549.3187252654228,,929.5110809614259,,,,654.2659260631249,8.164209227064678
4225,4226,MD-550 - MD-550,14,14,1,,0.0,,0.0,,,,0.0,0.0
4235,4236,MD-550 - MD-350,14,39,11,,49.809874605444335,,61.97982274116848,,,,50.04711343094135,0.508748649295638
4240,4241,MD-550 - MD/HD-600,14,6,16,,45.347148387719095,,82.12282451864495,,,,56.39054312893074,0.71552997873712
4242,4243,MD-550 - MD/HD-500,14,5,18,,47.3235986483888,,83.08404499280958,,,,57.47938344151319,0.759127788131235
4248,4249,MD-550 - MD/HD-100,14,43,24,,54.11184206902092,,87.21996320332403,,,,64.33648933987354,0.763631421197201
4250,4251,MD-550 - MD/HD-400,14,40,26,,68.09388746253197,,89.66370271466897,,,,68.5808669960283,0.680017213380738
4259,4260,MD-550 - MD/HD-200,14,36,35,,85.69946019797278,,112.21289179134584,,,,89.75394347120371,0.978244359165471
4261,4262,MD-550 - MD-50,14,42,37,,68.32143770938113,,120.70601658494894,,,,83.69890383130077,0.961952676848265
4267,4268,MD-550 - MD-250,14,37,43,,115.91911591870056,,142.30355299623608,,,,118.02842209295729,1.321155775627394
4275,4276,MD-550 - MD-650,14,15,51,,88.17301302666506,,158.43172010827408,,,,109.16342391293507,1.396950096965736
4277,4278,MD-550 - MD/HD-00,14,41,53,,106.16170663427616,,171.65544730387,,,,123.71338061657188,1.348974769198134
4284,4285,MD-550 - MD-450,14,13,60,,104.1210128368744,,178.75146924041078,,,,124.06435218653732,1.555961084051726
4290,4291,MD-550 - MD-250,14,35,66,,112.2226570514554,,186.5832762745046,,,,130.75566015965094,1.633567038691886
4319,4320,MD-550 - MD/HD-300,14,38,95,,159.59055896242884,,242.43108514867288,,,,176.20017162827796,1.99306959838624
4323,4324,MD-550 - MD/HD-700,14,16,99,,146.59158220638884,,257.1689166076601,,,,176.3502543824422,2.13598469637722
4324,4325,MD-550 - MD/HD-400,14,4,100,,146.80888600727255,,257.34962730795894,,,,177.5110769710188,2.188617669773442
4328,4329,MD-550 - MD/HD-200,14,34,104,,174.33196354299386,,276.09265032726773,,,,198.97589192547707,2.422784050535015
4347,4348,MD-550 - MD-750,14,7,123,,181.35456725565393,,319.16141363434485,,,,218.22728711622125,2.618526518078593
4354,4355,MD-550 - MD-350,14,12,130,,188.99559533364456,,337.2898092400577,,,,231.20203136557996,2.948667807681966
4356,4357,MD-550 - MD-150,14,33,132,,210.0741054673128,,351.1366612129943,,,,244.21368650727132,3.230992172325039
4376,4377,MD-550 - Location 173,14,216,152,,231.5510624355132,,416.3905896375777,,,,285.30290854612406,3.708602976130532
4378,4379,MD-550 - MD/HD-300,14,3,154,,232.55133578953743,,418.7167509261647,,,,286.7204006970163,3.731111847264781
4380,4381,MD-550 - MD/HD-100,14,32,156,,256.10527254242413,,425.290457753649,,,,298.72063873590014,3.953035260536925
4402,4403,MD-550 - MD-250,14,11,178,,281.5935671536178,,502.6423738848472,,,,347.5071899452119,4.527643770980828
4403,4404,MD-550 - MD-50,14,31,179,,296.34366632978174,,503.4853231385707,,,,349.72974071964234,4.582074639151715
4424,4425,MD-550 - MD/HD-200,14,2,200,,323.7456447170242,,586.5726433529574,,,,402.0804484567623,5.287864111305768
4438,4439,MD-550 - MD-150,14,10,214,,374.1133577175042,,671.644375950232,,,,461.7403962012365,6.076920488008709
4458,4459,MD-550 - MD/HD-00,14,26,234,,432.2721547270913,,729.7383777893134,,,,521.1488453283629,6.557308761776083
4459,4460,MD-550 - MD/HD-00,14,21,235,,430.1407246563292,,733.2081723644269,,,,518.8425735121942,6.577277507854594
4460,4461,MD-550 - MD/HD-00,14,29,236,,423.2776853636567,,733.2494564979662,,,,514.0569409736231,6.568633313175035
4467,4468,MD-550 - IMD/HD-00,14,30,243,,450.9391935399578,,748.0941825437646,,,,539.7368213989607,6.685248894458064
4468,4469,MD-550 - MD/HD-100,14,9,244,,457.33094377683256,,758.3865550272178,,,,547.0206271023145,6.880078233846556
4484,4485,MD-550 - MD-50,14,28,260,,461.6403873045243,,787.4369474086848,,,,554.602869013184,6.953798148211308
4490,4491,MD-550 - MD-50,14,23,266,,473.52123602105235,,800.951484799489,,,,566.3579878233245,7.054989508916758
4491,4492,MD-550 - MD-50,14,27,267,,480.6102575435082,,811.2506402579494,,,,574.5025976873246,7.167516711827001
4503,4504,MD-550 - MD-50,14,8,279,,511.383796079016,,843.4748465656947,,,,607.4694769577153,7.631253772067855
4513,4514,MD-550 - MD/HD-100,14,22,289,,523.6187192455183,,875.6962165593038,,,,623.6952447920245,7.688606958105713
4516,4517,MD-550 - MD/HD-00,14,17,292,,555.3031879463972,,899.3428362161068,,,,653.4760714310364,8.118452414663231
4531,4532,MD-550 - MD-150,14,24,307,,562.8171004893507,,959.5093862265458,,,,674.4559948456596,8.463379795396383
4534,4535,MD-550 - MD-50,14,18,310,,597.7887420778285,,975.048446489858,,,,703.1086443599464,8.553248513390693
4543,4544,MD-550 - MD/HD-100,14,19,319,,640.3259037886589,,1057.6082283509209,,,,763.5812302358531,9.013378780234584
4546,4547,MD-550 - MD/HD-200,14,25,322,,621.6507587498368,,1070.7868230630193,,,,749.4174540342099,9.135206838895323
4548,4549,MD-550 - MD-150,14,20,324,,651.1164726549072,,1107.7466164238172,,,,776.2624676189539,9.667168417390778
4550,4551,MD-650 - MD-650,15,15,1,,0.0,,0.0,,,,0.0,0.0
4567,4568,MD-650 - MD/HD-600,15,6,18,,50.4523070915608,,78.0392893412326,,,,59.27756520216009,0.686494278644616
4570,4571,MD-650 - MD/HD-400,15,40,21,,63.9049287871399,,99.16065198617532,,,,71.31645653365325,0.874584557318424
4571,4572,MD-650 - MD/HD-700,15,16,22,,63.33820687960749,,99.56251972266192,,,,71.61592745990447,0.748486985427076
4584,4585,MD-650 - MD-350,15,39,35,,97.35315082225517,,153.7174712420702,,,,108.99407492801916,1.351362559745133
4585,4586,MD-650 - MD-550,15,14,36,,88.18853051319152,,158.2650897880267,,,,109.32612656631042,1.396950096965736
4586,4587,MD-650 - MD-750,15,7,37,,98.10119192887257,,161.5550167493467,,,,113.49296019368352,1.223874035656651
4600,4601,MD-650 - MD/HD-500,15,5,51,,134.79264197626233,,240.98470525100737,,,,166.22474039963603,2.03011334255624
4602,4603,MD-650 - MD/HD-200,15,36,53,,162.4496913972157,,242.3546718214807,,,,178.32159008665153,2.094325545201218
4603,4604,MD-650 - MD/HD-100,15,43,54,,141.5808853968945,,245.12062346152192,,,,173.08184629799635,2.098688041999607
4617,4618,MD-650 - MD-50,15,42,68,,155.7904810372546,,278.6066768431469,,,,192.44426078942365,2.352707534512168
4619,4620,MD-650 - MD-250,15,37,70,,195.19545076142472,,292.90673862232086,,,,214.7187454231702,2.03910848459265
4630,4631,MD-650 - MD/HD-00,15,41,81,,193.63074996214968,,329.55610756206835,,,,232.4587375746947,2.723915757008125
4634,4635,MD-650 - MD-450,15,13,85,,211.11897934092727,,334.4305764649617,,,,238.5904606659265,2.876444891499557
4639,4640,MD-650 - MD-250,15,35,90,,219.2206235555086,,342.2623834990556,,,,245.28176863904008,2.948351663691284
4654,4655,MD-650 - MD/HD-300,15,38,105,,239.33228514566483,,370.68917236672496,,,,263.6771439841378,2.49716181520767
4666,4667,MD-650 - MD/HD-400,15,4,117,,253.80685251132536,,413.0287345325096,,,,292.0371854504082,3.529147638060739
4669,4670,MD-650 - MD/HD-200,15,34,120,,281.32993004704645,,431.77175755181867,,,,313.5020004048659,3.676460434176331
4685,4686,MD-650 - MD-350,15,12,136,,295.99356183769737,,492.9689164646084,,,,345.7281398449693,4.26942981362301
4686,4687,MD-650 - MD-150,15,33,137,,317.07207197136574,,506.8157684375454,,,,358.73979498666006,4.441687752959917
4703,4704,MD-650 - Location 173,15,216,154,,338.5490289395663,,572.0696968621281,,,,399.8290170255135,5.006516763084615
4705,4706,MD-650 - MD/HD-300,15,3,156,,339.54930229359064,,574.395858150715,,,,401.24650917640565,5.02748413626685
4707,4708,MD-650 - MD/HD-100,15,32,158,,363.10323904647714,,580.9695649782002,,,,413.24674721528936,5.149544918844875
4729,4730,MD-650 - MD-250,15,11,180,,388.5915336576711,,658.3214811093969,,,,462.0332984246013,5.802533573095778
4731,4732,MD-650 - MD-50,15,31,182,,403.3416328338348,,659.1644303631217,,,,464.2558491990312,5.817626394790381
4751,4752,MD-650 - MD/HD-200,15,2,202,,430.7436112210775,,742.2517505775072,,,,516.6065569361516,6.542319610071798
4763,4764,MD-650 - MD-150,15,10,214,,481.1113242215574,,827.3234831747818,,,,576.2665046806263,7.331160667507019
4783,4784,MD-650 - MD/HD-00,15,26,234,,539.2701212311435,,885.417485013863,,,,635.6749538077532,7.794291433452741
4784,4785,MD-650 - MD/HD-00,15,21,235,,537.1386911603823,,888.8872795889765,,,,633.3686819915836,7.808114042244026
4785,4786,MD-650 - MD/HD-00,15,29,236,,530.27565186771,,888.928563722516,,,,628.5830494530126,7.790844177530744
4792,4793,MD-650 - IMD/HD-00,15,30,243,,557.9371600440103,,903.7732897683146,,,,654.26292987835,7.946062647377085
4793,4794,MD-650 - MD/HD-100,15,9,244,,564.3289102808858,,914.0656622517677,,,,661.5467355817048,8.11702568844089
4809,4810,MD-650 - MD-50,15,28,260,,568.6383538085777,,943.1160546332345,,,,669.1289774925726,8.131913665255388
4815,4816,MD-650 - MD-50,15,23,266,,580.5192025251062,,956.6305920240387,,,,680.8840963027133,8.232039748527455
4816,4817,MD-650 - MD-50,15,27,267,,587.6082240475619,,966.9297474824992,,,,689.0287061667134,8.349704678050148
4828,4829,MD-650 - MD-50,15,8,279,,618.3817625830691,,999.1539537902445,,,,721.9955854371059,8.86334469561101
4838,4839,MD-650 - MD/HD-100,15,22,289,,630.6166857495721,,1031.3753237838537,,,,738.2213532714131,8.822672645216386
4841,4842,MD-650 - MD/HD-00,15,17,292,,662.3011544504504,,1055.0219434406563,,,,768.002179910427,9.356792404680617
4856,4857,MD-650 - MD-150,15,24,307,,669.8150669934054,,1115.1884934510963,,,,788.9821033250483,9.55804219879656
4859,4860,MD-650 - MD-50,15,18,310,,704.7867085818812,,1130.7275537144067,,,,817.6347528393356,9.750523694403324
4868,4869,MD-650 - MD/HD-100,15,19,319,,747.3238702927117,,1213.287335575467,,,,878.1073387152423,10.168565174284822
4871,4872,MD-650 - MD/HD-200,15,25,322,,728.6487252538914,,1226.4659302875696,,,,863.9435625135987,10.18085695656502
4873,4874,MD-650 - MD-150,15,20,324,,758.1144391589619,,1263.425723648368,,,,890.7885760983426,10.775795142267777
4875,4876,MD/HD-700 - MD/HD-700,16,16,1,,0.0,,0.0,,,,0.0,0.0
4883,4884,MD/HD-700 - MD-750,16,7,9,,35.53516463347091,,61.98414333310256,,,,42.58585090100016,0.545752064406491
4887,4888,MD/HD-700 - MD-650,16,15,13,,66.10062284959123,,103.73624911865524,,,,74.3028733563334,0.748486985427076
4901,4902,MD/HD-700 - MD/HD-600,16,6,27,,111.03188215746616,,180.608184721414,,,,128.5445319669744,1.420570902458487
4904,4905,MD/HD-700 - MD/HD-400,16,40,30,,124.48450385304518,,201.72954736635663,,,,140.58342329846752,1.552558681035991
4913,4914,MD/HD-700 - MD-350,16,39,39,,157.93272588816055,,256.28636662225165,,,,178.26104169283332,2.022809943556957
4915,4916,MD/HD-700 - MD-550,16,14,41,,148.76810557909687,,260.833985168208,,,,178.59309333112475,2.13598469637722
4930,4931,MD/HD-700 - MD/HD-500,16,5,56,,195.37221704216776,,343.55360063118854,,,,235.4917071644504,2.724490022505084
4933,4934,MD/HD-700 - MD/HD-200,16,36,59,,223.02926646312085,,344.9235672016624,,,,247.58855685146565,2.744530151986251
4935,4936,MD/HD-700 - MD/HD-100,16,43,61,,202.16046046279988,,347.68951884170303,,,,242.3488130628108,2.808947568612273
4944,4945,MD/HD-700 - MD-50,16,42,70,,216.37005610316,,381.17557222332766,,,,261.711227554238,3.095875545821133
4946,4947,MD/HD-700 - MD-250,16,37,72,,255.77502582732987,,395.47563400250255,,,,283.98571218798435,2.574295850956306
4952,4953,MD/HD-700 - MD/HD-300,16,38,78,,260.9696492343296,,405.9359949122668,,,,288.20119262701974,2.903018165926681
4959,4960,MD/HD-700 - MD/HD-00,16,41,85,,254.21032502805508,,432.1250029422492,,,,301.72570433950955,3.47085723375987
4963,4964,MD/HD-700 - MD-450,16,13,89,,271.6985544068324,,436.99947184514326,,,,307.8574274307411,3.568430569577004
4968,4969,MD/HD-700 - MD-250,16,35,94,,279.8001986214138,,444.8312788792375,,,,314.5487354038539,3.636980157418515
4991,4992,MD/HD-700 - MD/HD-400,16,4,117,,314.3864275772307,,515.5976299126912,,,,361.3041522152228,4.223654049847581
4994,4995,MD/HD-700 - MD/HD-200,16,34,120,,341.9095051129518,,534.340652932,,,,382.76896716968025,4.328493899410573
5010,5011,MD/HD-700 - MD-350,16,12,136,,356.57313690360274,,595.53781184479,,,,414.99510660978393,4.948206300252626
5012,5013,MD/HD-700 - MD-150,16,33,138,,377.65164703727106,,609.384663817727,,,,428.0067617514744,5.063943880452713
5030,5031,MD/HD-700 - Location 173,16,216,156,,399.1286040054717,,674.6385922423095,,,,469.0959837903281,5.66815905476833
5032,5033,MD/HD-700 - MD/HD-300,16,3,158,,400.128877359496,,676.9647535308964,,,,470.5134759412204,5.688153007148339
5034,5035,MD/HD-700 - MD/HD-100,16,32,160,,423.68281411238235,,683.538460358382,,,,482.51371398010355,5.757235954891242
5057,5058,MD/HD-700 - MD-250,16,11,183,,449.1711087235764,,760.8903764895782,,,,531.3002651894159,6.446835996510167
5059,5060,MD/HD-700 - MD-50,16,31,185,,463.9212078997402,,761.7333257433036,,,,533.5228159638451,6.440278573638405
5076,5077,MD/HD-700 - MD/HD-200,16,2,202,,491.3231862869828,,844.8206459576885,,,,585.8735237009663,7.171313096443589
5089,5090,MD/HD-700 - MD-150,16,10,215,,541.6908992874636,,929.8923785549632,,,,645.5334714454411,7.956584722751344
5108,5109,MD/HD-700 - MD/HD-00,16,26,234,,599.8496962970509,,987.9863803940444,,,,704.941920572568,8.407842676924153
5109,5110,MD/HD-700 - MD/HD-00,16,21,235,,597.7182662262887,,991.456174969158,,,,702.6356487563984,8.418033466592876
5110,5111,MD/HD-700 - MD/HD-00,16,29,236,,590.8552269336161,,991.4974591026975,,,,697.8500162178274,8.395840577723911
5117,5118,MD/HD-700 - IMD/HD-00,16,30,243,,618.5167351099161,,1006.342185148496,,,,723.5298966431646,8.573175620187623
5118,5119,MD/HD-700 - MD/HD-100,16,9,244,,624.9084853467925,,1016.6345576319488,,,,730.8137023465196,8.7293730711429
5134,5135,MD/HD-700 - MD-50,16,28,260,,629.2179288744837,,1045.6849500134165,,,,738.3959442573873,8.71028903024436
5140,5141,MD/HD-700 - MD-50,16,23,266,,641.0987775910122,,1059.1994874042186,,,,750.1510630675278,8.80937400480874
5141,5142,MD/HD-700 - MD-50,16,27,267,,648.1877991134679,,1069.4986428626808,,,,758.2956729315282,8.929462558271432
5153,5154,MD/HD-700 - MD-50,16,8,279,,678.9613376489765,,1101.722849170426,,,,791.2625522019208,9.470359716483893
5163,5164,MD/HD-700 - MD/HD-100,16,22,289,,691.1962608154782,,1133.9442191640337,,,,807.488320036228,9.37315565402558
5166,5167,MD/HD-700 - MD/HD-00,16,17,292,,722.8807295163577,,1157.590838820838,,,,837.2691466752419,9.96615734378144
5181,5182,MD/HD-700 - MD-150,16,24,307,,730.3946420593115,,1217.757388831278,,,,858.249070089863,10.083226247366545
5184,5185,MD/HD-700 - MD-50,16,18,310,,765.3662836477869,,1233.2964490945878,,,,886.9017196041506,10.334170637776973
5193,5194,MD/HD-700 - MD/HD-100,16,19,319,,807.9034453586174,,1315.8562309556482,,,,947.3743054800573,10.7262218833363
5196,5197,MD/HD-700 - MD/HD-200,16,25,322,,789.2283003197974,,1329.0348256677516,,,,933.2105292784136,10.675953199015552
5198,5199,MD/HD-700 - MD-150,16,20,324,,818.694014224868,,1365.99461902855,,,,960.0555428631575,11.304561770492905
5200,5201,MD/HD-00 - MD/HD-00,17,17,1,,0.0,,0.0,,,,0.0,0.0
5208,5209,MD/HD-00 - MD-50,17,8,9,,43.925332601387886,,56.77114449321832,,,,46.07336663784655,0.497343002241443
5211,5212,MD/HD-00 - MD-50,17,18,12,,45.02813382681813,,74.80459843785161,,,,52.85988553123832,0.677667197869521
5219,5220,MD/HD-00 - MD-50,17,27,20,,107.82326599695713,,143.8834166246479,,,,117.70357597321566,1.182840141802517
5220,5221,MD/HD-00 - MD/HD-100,17,9,21,,102.98897223362864,,144.9012255528868,,,,111.93491133094048,1.240191022015813
5221,5222,MD/HD-00 - MD/HD-100,17,19,22,,88.48738231231422,,154.84259226046456,,,,113.63803660259929,1.360497379208611
5227,5228,MD/HD-00 - MD-50,17,23,28,,115.53096990489864,,163.73797905423578,,,,127.08861868079143,1.30702502743998
5234,5235,MD/HD-00 - MD-50,17,28,35,,125.65454054842947,,169.11074410106548,,,,136.97952142288796,1.384304433550467
5235,5236,MD/HD-00 - IMD/HD-00,17,30,36,,129.78579984343287,,169.71535074135755,,,,139.9190931841682,1.451711188080265
5253,5254,MD/HD-00 - MD/HD-00,17,26,54,,138.63229079892625,,181.10893158438407,,,,148.6185512208108,1.563226309147975
5258,5259,MD/HD-00 - MD/HD-00,17,21,59,,135.80081584852226,,185.52607478886475,,,,145.87304315616154,1.548908719708646
5262,5263,MD/HD-00 - MD/HD-00,17,29,63,,142.97188566859376,,192.8701471369505,,,,153.52584872126442,1.571091719156167
5267,5268,MD/HD-00 - MD/HD-100,17,22,68,,141.13048161116487,,209.5248163631316,,,,158.9841624406163,1.298272682487897
5272,5273,MD/HD-00 - MD-150,17,20,73,,132.0793998231921,,235.17821642144025,,,,168.372589018986,2.204313565662253
5273,5274,MD/HD-00 - MD-150,17,10,74,,191.63591870276753,,240.1902495532917,,,,202.62145093696572,2.044382040310747
5297,5298,MD/HD-00 - MD-150,17,24,98,,184.4728298043524,,298.36865346094754,,,,214.55538186804904,1.694688306231894
5303,5304,MD/HD-00 - MD/HD-200,17,2,104,,236.3597693600868,,318.83590536713166,,,,259.57474925633096,2.831190686163643
5318,5319,MD/HD-00 - MD/HD-200,17,25,119,,213.94907677046,,361.7773102783344,,,,257.2447153637215,2.412558440243217
5335,5336,MD/HD-00 - MD-50,17,31,136,,282.07946937032415,,401.367170124309,,,,315.80647817549846,3.542036192494172
5336,5337,MD/HD-00 - MD-250,17,11,137,,287.13016860197314,,402.66786110290894,,,,320.8513452401897,3.598680843965993
5355,5356,MD/HD-00 - MD/HD-100,17,32,156,,328.554356066098,,482.7439617594288,,,,373.005937299458,4.21007774527262
5356,5357,MD/HD-00 - Location 173,17,216,157,,324.49846924578503,,483.30584223222405,,,,371.66387521361736,4.42966200829914
5359,5360,MD/HD-00 - MD/HD-300,17,3,160,,325.82229865638465,,485.6459656369301,,,,373.3011165846227,4.405786420205692
5384,5385,MD/HD-00 - MD-150,17,33,185,,366.1492682707956,,553.539069539287,,,,419.5624488852145,4.915366073914008
5387,5388,MD/HD-00 - MD-350,17,12,188,,373.48158853017287,,573.1912737191055,,,,433.5247741402106,5.201718699950739
5400,5401,MD/HD-00 - MD/HD-200,17,34,201,,416.58407492755913,,634.9721104326806,,,,478.9491398561944,5.700240952395351
5404,5405,MD/HD-00 - MD/HD-400,17,4,205,,420.26497284534565,,658.7195641153774,,,,492.25594997351214,5.965748436768138
5424,5425,MD/HD-00 - MD-250,17,35,225,,461.3004719848808,,718.1027018293491,,,,531.8442446484592,6.487578390757659
5425,5426,MD/HD-00 - MD-450,17,13,226,,456.75738878868253,,720.6476910935587,,,,536.2291605346992,6.566279752406224
5439,5440,MD/HD-00 - MD/HD-00,17,41,240,,506.85821698988656,,787.4083872721283,,,,588.6563575260016,7.214591479411323
5444,5445,MD/HD-00 - MD-50,17,42,245,,520.0720240346349,,811.3223479051537,,,,604.3469740557629,7.386732479145173
5447,5448,MD/HD-00 - MD/HD-500,17,5,248,,510.8258285488568,,817.8084772628802,,,,600.336436375931,7.376178128115195
5448,5449,MD/HD-00 - MD/HD-100,17,43,249,,513.6540797268749,,819.9026625813833,,,,603.3100126949383,7.354945520454163
5454,5455,MD/HD-00 - MD/HD-200,17,36,255,,533.288914130944,,834.8263346670155,,,,613.507730076116,7.264796613162892
5463,5464,MD/HD-00 - MD-350,17,39,264,,562.554372829406,,895.9204857412246,,,,657.9779803978187,8.009805880451863
5464,5465,MD/HD-00 - MD-250,17,37,265,,570.0985188028243,,898.8989429565584,,,,656.6146237691149,7.400102141841614
5465,5466,MD/HD-00 - MD-550,17,14,266,,555.4013803956499,,899.3979821392084,,,,655.8661518068809,8.118452414663231
5468,5469,MD/HD-00 - MD/HD-300,17,38,269,,606.8175636393918,,902.778994797756,,,,667.4447148884062,7.229464852455766
5477,5478,MD/HD-00 - MD/HD-400,17,40,278,,600.962158084155,,954.3908725878864,,,,700.678270618241,8.483360550982912
5482,5483,MD/HD-00 - MD/HD-600,17,6,283,,599.3524797134048,,980.3110615193805,,,,711.0076259914451,8.717267505468953
5498,5499,MD/HD-00 - MD-650,17,15,299,,662.0214903456796,,1054.0772048662084,,,,769.16793005058,9.356792404680617
5510,5511,MD/HD-00 - MD/HD-700,17,16,311,,720.4400595254033,,1152.814401365595,,,,836.3547605200872,9.96615734378144
5518,5519,MD/HD-00 - MD-750,17,7,319,,755.2030445746675,,1214.8068983922803,,,,878.2317932538655,10.51050419006864
5525,5526,MD-50 - MD-50,18,18,1,,0.0,,0.0,,,,0.0,0.0
5530,5531,MD-50 - MD/HD-00,18,17,6,,46.96838217855393,,74.70066728297171,,,,54.38364504693899,0.677667197869521
5535,5536,MD-50 - MD/HD-100,18,19,11,,44.759885246217344,,80.7148481533494,,,,61.96152615574624,0.682880156619952
5541,5542,MD-50 - MD-50,18,8,17,,81.53582661837811,,121.27182169636804,,,,90.05664406393971,1.00558900467088
5548,5549,MD-50 - MD-150,18,20,24,,88.3519027570952,,161.05047231432516,,,,116.69607857213305,1.526872821673663
5554,5555,MD-50 - MD-50,18,27,30,,142.7393310980397,,202.5025538193015,,,,158.23404468854636,1.405316599751361
5555,5556,MD-50 - MD/HD-100,18,9,31,,140.59946625061886,,209.4019027560363,,,,155.9181887570337,1.722590948218301
5561,5562,MD-50 - MD-50,18,23,37,,150.4470350059812,,222.35711624888927,,,,167.61908739612215,1.52714132248204
5564,5565,MD-50 - MD-50,18,28,40,,160.57060564951195,,227.72988129571905,,,,177.50999013821868,1.625027829036893
5577,5578,MD-50 - IMD/HD-00,18,30,53,,167.396293860423,,234.21602794450723,,,,183.90237061026133,1.99791452163855
5585,5586,MD-50 - MD/HD-00,18,26,61,,176.2427848159166,,245.60960878753357,,,,192.60182864690415,2.032616063395176
5594,5595,MD-50 - MD/HD-00,18,21,70,,173.41130986551266,,250.02675199201423,,,,189.85632058225488,2.00002216672119
5599,5600,MD-50 - MD/HD-00,18,29,75,,180.58237968558387,,257.3708243401,,,,197.5091261473575,1.994984298479463
5601,5602,MD-50 - MD-150,18,24,77,,166.73612221503467,,263.0664140142819,,,,195.37487336322656,1.17761577676296
5603,5604,MD-50 - MD/HD-100,18,22,79,,176.04654671224745,,268.14395355778515,,,,199.51463115594697,1.146231950092686
5610,5611,MD-50 - MD/HD-200,18,25,86,,170.2215797043631,,287.64956617121925,,,,205.56820491686855,1.794632757249921
5613,5614,MD-50 - MD-150,18,10,89,,229.24641271975784,,304.6909267564409,,,,246.6047283630591,2.5389489845536
5631,5632,MD-50 - MD/HD-200,18,2,107,,273.970263377077,,383.3365825702812,,,,303.5580266824241,3.300389597537056
5661,5662,MD-50 - MD-50,18,31,137,,319.6899633873144,,465.86784732745855,,,,359.78975560159176,3.975486786231402
