,OID_,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
7529,7530,MD-150 - MD/HD-00,24,21,55,,138.6016227728128,,230.224488526656,,,,161.29401937946923,2.311517911209101
7530,7531,MD-150 - MD/HD-00,24,26,56,,144.64921202449997,,233.5619226856909,,,,166.71726460290483,2.370435517673206
7546,7547,MD-150 - MD-50,24,8,72,,157.123484625925,,257.6511829929347,,,,182.46167071428016,1.721564453298734
7552,7553,MD-150 - IMD/HD-00,24,30,78,,174.20551971251993,,260.61878779370613,,,,197.1701686217988,2.487987057965416
7554,7555,MD-150 - MD-50,24,18,80,,168.49764161028097,,263.18559170571814,,,,188.43239304539625,1.17761577676296
7572,7573,MD-150 - MD/HD-00,24,17,98,,179.42483594129922,,299.3222330599684,,,,210.49504583187272,1.694688306231894
7573,7574,MD-150 - MD-150,24,10,99,,187.87333926677417,,300.0058435371904,,,,214.36495591700148,2.842978515623004
7595,7596,MD-150 - MD/HD-200,24,2,121,,232.65671470409347,,378.6722853098908,,,,271.35278143946647,3.469784566899466
7614,7615,MD-150 - MD-50,24,31,140,,278.3764147143312,,461.2035500670685,,,,327.5845103586344,4.019010804914888
7615,7616,MD-150 - MD-250,24,11,141,,283.42711394597984,,462.5042410456683,,,,332.62937742332525,4.204996360254037
7634,7635,MD-150 - MD/HD-100,24,32,160,,324.8513014101051,,542.5803417021882,,,,384.78396948259376,4.541938113072995
7635,7636,MD-150 - Location 173,24,216,161,,320.7954145897916,,543.1422221749831,,,,383.4419073967532,4.999725609672971
7638,7639,MD-150 - MD/HD-300,24,3,164,,322.11924400039123,,545.4823455796892,,,,385.07914876775845,4.974444174185138
7661,7662,MD-150 - MD-150,24,33,187,,362.4462136148024,,613.3754494820457,,,,431.3404810683503,5.257575474827527
7662,7663,MD-150 - MD-350,24,12,188,,369.7785338741797,,633.0276536618644,,,,445.3028063233464,5.737380364976835
7676,7677,MD-150 - MD/HD-200,24,34,202,,412.88102027156594,,694.8084903754393,,,,490.7271720393302,6.0781040692424
7679,7680,MD-150 - MD/HD-400,24,4,205,,416.56191818935247,,718.5559440581361,,,,504.03398215664794,6.456924778091166
7699,7700,MD-150 - MD-250,24,35,225,,457.5974173288877,,777.939081772108,,,,543.6222768315946,6.893368822227695
7700,7701,MD-150 - MD-450,24,13,226,,453.05433413268946,,780.4840710363178,,,,548.0071927178345,6.972794150968824
7714,7715,MD-150 - MD/HD-00,24,41,240,,503.1551623338934,,847.2447672148872,,,,600.4343897091371,7.785031977081233
7719,7720,MD-150 - MD-50,24,42,245,,516.3689693786417,,871.1587278479126,,,,616.1250062388984,7.875573878462952
7722,7723,MD-150 - MD/HD-500,24,5,248,,507.1227738928636,,877.644857205639,,,,612.1144685590665,7.704252145107527
7723,7724,MD-150 - MD/HD-100,24,43,249,,509.95102507088166,,879.7390425241421,,,,615.0880448780738,7.719533371647739
7729,7730,MD-150 - MD/HD-200,24,36,255,,529.5858594749508,,894.6627146097744,,,,625.2857622592516,7.527925875403051
7730,7731,MD-150 - MD/HD-300,24,38,256,,585.9077784296733,,902.1718161613146,,,,655.158370669785,7.20887863970674
7741,7742,MD-150 - MD-350,24,39,267,,558.8513181734129,,955.7568656839837,,,,669.7560125809541,8.256488159003965
7742,7743,MD-150 - MD-250,24,37,268,,566.395464146831,,958.7353228993171,,,,668.3926559522505,7.52614893010117
7743,7744,MD-150 - MD-550,24,14,269,,551.6983257396566,,959.2343620819672,,,,667.6441839900164,8.463379795396383
7752,7753,MD-150 - MD/HD-400,24,40,278,,597.2591034281619,,1014.2272525306452,,,,712.4563028013764,8.708131858872463
7757,7758,MD-150 - MD/HD-600,24,6,283,,595.6494250574116,,1040.1474414621387,,,,722.7856581745806,8.974918472267376
7774,7775,MD-150 - MD-650,24,15,300,,658.3184356896865,,1113.9135848089668,,,,780.9459622337154,9.55804219879656
7785,7786,MD-150 - MD/HD-700,24,16,311,,716.7370048694102,,1212.650781308353,,,,848.1327927032225,10.083226247366545
7793,7794,MD-150 - MD-750,24,7,319,,751.4999899186743,,1274.6432783350388,,,,890.0098254370009,10.626636822118469
7800,7801,MD/HD-200 - MD/HD-200,25,25,1,,0.0,,0.0,,,,0.0,0.0
7803,7804,MD/HD-200 - MD-150,25,24,4,,42.7202487869242,,78.86302708822981,,,,53.780605755879215,0.823841064577935
7814,7815,MD/HD-200 - MD-150,25,20,15,,90.6165176687967,,147.37761073374472,,,,102.66591170328384,0.901327942921574
7817,7818,MD/HD-200 - MD/HD-100,25,22,18,,90.47468130506488,,163.84384167767774,,,,112.99287639979896,1.669669187202392
7827,7828,MD/HD-200 - MD/HD-100,25,19,28,,138.33996353434887,,204.74158659040717,,,,152.60367946803012,1.228995660227347
7831,7832,MD/HD-200 - MD-50,25,27,32,,127.55342884064584,,229.80321441125372,,,,157.47998333721404,2.365751046722263
7832,7833,MD/HD-200 - MD-50,25,23,33,,131.7246632599616,,238.37120407357204,,,,162.56326313069,2.420453675737539
7841,7842,MD/HD-200 - MD-50,25,28,42,,143.2744184591256,,252.32558181343643,,,,174.66675774801672,2.506759967260984
7856,7857,MD/HD-200 - MD-50,25,18,57,,173.4272033277119,,287.3912714686349,,,,199.4084836665513,1.794632757249921
7860,7861,MD/HD-200 - MD/HD-00,25,29,61,,178.65851633036962,,305.23605672306047,,,,212.42189391044369,3.07661748111734
7861,7862,MD/HD-200 - MD/HD-100,25,9,62,,186.40360512485455,,305.6475219426171,,,,219.41835209122283,2.977011404835596
7862,7863,MD/HD-200 - MD/HD-00,25,21,63,,181.2862887873136,,309.0521055028765,,,,215.02976184935227,3.131518172594136
7863,7864,MD/HD-200 - MD/HD-00,25,26,64,,187.33387803900047,,312.3895396619122,,,,220.45300707278764,3.191405970214049
7875,7876,MD/HD-200 - MD-50,25,8,76,,199.8081506404256,,336.47879996915606,,,,236.19741318416305,2.51516619936818
7882,7883,MD/HD-200 - IMD/HD-00,25,30,83,,216.89018572702,,339.4464047699275,,,,250.90591109168173,3.311696172625269
7894,7895,MD/HD-200 - MD/HD-00,25,17,95,,218.3496220324087,,361.9609692480852,,,,252.1933906231991,2.412558440243217
7903,7904,MD/HD-200 - MD-150,25,10,104,,230.5580052812751,,378.8334605134113,,,,268.10069838688463,3.657675861126823
7920,7921,MD/HD-200 - MD/HD-200,25,2,121,,275.34138071859434,,457.4999022861117,,,,325.0885239093494,4.259164783159875
7939,7940,MD/HD-200 - MD-50,25,31,140,,321.06108072883166,,540.0311670432893,,,,381.3202528285174,4.773268684293233
7940,7941,MD/HD-200 - MD-250,25,11,141,,326.1117799604808,,541.3318580218893,,,,386.3651198932084,4.977808250617884
7959,7960,MD/HD-200 - MD/HD-100,25,32,160,,367.5359674246056,,621.4079586784088,,,,438.5197119524768,5.256513741806882
7960,7961,MD/HD-200 - Location 173,25,216,161,,363.4800806042925,,621.9698391512045,,,,437.17764986663616,5.755572999855833
7963,7964,MD/HD-200 - MD/HD-300,25,3,164,,364.80391001489215,,624.3099625559106,,,,438.8148912376415,5.730349172853219
7986,7987,MD/HD-200 - MD-150,25,33,187,,405.13087962930285,,692.2030664582663,,,,485.0762235382333,5.962004476457678
7987,7988,MD/HD-200 - MD-350,25,12,188,,412.46319988868066,,711.8552706380858,,,,499.0385487932294,6.478158168720153
8001,8002,MD/HD-200 - MD/HD-200,25,34,202,,455.5656862860664,,773.6361073516598,,,,544.4629145092127,6.779962836691157
8004,8005,MD/HD-200 - MD/HD-400,25,4,205,,459.24658420385344,,797.3835610343576,,,,557.769724626531,7.181118917217503
8024,8025,MD/HD-200 - MD-250,25,35,225,,500.2820833433881,,856.7666987483285,,,,597.3580193014773,7.593528637617307
8025,8026,MD/HD-200 - MD-450,25,13,226,,495.7390001471903,,859.3116880125392,,,,601.7429351877174,7.672405898607884
8039,8040,MD/HD-200 - MD/HD-00,25,41,240,,545.8398283483938,,926.0723841911087,,,,654.1701321790199,8.516786165246415
8044,8045,MD/HD-200 - MD-50,25,42,245,,559.0536353931428,,949.9863448241341,,,,669.8607487087812,8.588100191904324
8047,8048,MD/HD-200 - MD/HD-500,25,5,248,,549.8074399073647,,956.4724741818604,,,,665.8502110289493,8.377270658098189
8048,8049,MD/HD-200 - MD/HD-100,25,43,249,,552.6356910853827,,958.5666595003635,,,,668.8237873479566,8.402138929309706
8054,8055,MD/HD-200 - MD/HD-200,25,36,255,,572.2705254894507,,973.4903315859949,,,,679.0215047291341,8.184586401947453
8055,8056,MD/HD-200 - MD/HD-300,25,38,256,,628.5924444441736,,980.9994331375368,,,,708.894113139668,7.781000126074265
8066,8067,MD/HD-200 - MD-350,25,39,267,,601.5359841879135,,1034.584482660205,,,,723.491755050837,8.902195056553348
8067,8068,MD/HD-200 - MD-250,25,37,268,,609.0801301613311,,1037.562939875538,,,,722.1283984221329,8.142257038671978
8068,8069,MD/HD-200 - MD-550,25,14,269,,594.3829917541577,,1038.0619790581886,,,,721.379926459899,9.135206838895323
8077,8078,MD/HD-200 - MD/HD-400,25,40,278,,639.9437694426625,,1093.0548695068665,,,,766.1920452712592,9.343917364586412
8082,8083,MD/HD-200 - MD/HD-600,25,6,283,,638.3340910719127,,1118.9750584383598,,,,776.5214006444634,9.618545832482356
8099,8100,MD/HD-200 - MD-650,25,15,300,,701.0031017041872,,1192.7412017851875,,,,834.6817047035983,10.18085695656502
8110,8111,MD/HD-200 - MD/HD-700,25,16,311,,759.421670883911,,1291.478398284574,,,,901.8685351731053,10.675953199015552
8118,8119,MD/HD-200 - MD-750,25,7,319,,794.184655933175,,1353.4708953112597,,,,943.7455679068835,11.215850899787023
8125,8126,MD/HD-00 - MD/HD-00,26,26,1,,0.0,,0.0,,,,0.0,0.0
8126,8127,MD/HD-00 - MD/HD-00,26,21,2,,11.295587306640591,,8.395583826111686,,,,11.295588372015148,0.069269810010215
8137,8138,MD/HD-00 - MD/HD-00,26,29,13,,18.4757107682266,,20.367786076287512,,,,19.019510111718606,0.159418911309288
8143,8144,MD/HD-00 - IMD/HD-00,26,30,19,,38.21672698516669,,39.8279076931603,,,,38.33224669234377,0.308623548740814
8144,8145,MD/HD-00 - MD/HD-100,26,9,20,,37.58587376169276,,40.85241658569152,,,,38.34805990607767,0.323070787306312
8158,8159,MD/HD-00 - MD-150,26,10,34,,65.18717931005058,,71.4216651036672,,,,66.46507732650488,0.508513047592668
8160,8161,MD/HD-00 - MD-50,26,28,36,,57.164243514607136,,74.54771405926526,,,,59.891269011829486,0.717415319166188
8162,8163,MD/HD-00 - MD-50,26,23,38,,63.40777047416072,,77.97741404790744,,,,65.21073457024775,0.785542926488481
8163,8164,MD/HD-00 - MD-50,26,27,39,,65.79120431343414,,82.64733917715982,,,,68.10619382444193,0.825845499717378
8176,8177,MD/HD-00 - MD-50,26,8,52,,91.63872606387571,,125.94070812416788,,,,98.79690976147792,1.074007748429665
8188,8189,MD/HD-00 - MD/HD-100,26,22,64,,103.81616302449083,,149.72669917883445,,,,113.78583069458467,1.52504032274127
8189,8190,MD/HD-00 - MD/HD-200,26,2,65,,109.91102996736971,,150.0673209175073,,,,123.41837564586989,1.274878880837742
8204,8205,MD/HD-00 - MD/HD-00,26,17,80,,135.558117931257,,181.8086977745799,,,,144.80350423479908,1.563226309147975
8237,8238,MD/HD-00 - MD-50,26,31,113,,155.63072997760713,,232.59858567468433,,,,179.65010456503765,1.978831569219112
8238,8239,MD/HD-00 - MD-150,26,24,114,,149.96466087380185,,233.46490980746023,,,,171.06209941638468,2.370435517673206
8239,8240,MD/HD-00 - MD-250,26,11,115,,160.68142920925607,,233.89927665328432,,,,184.69497162972877,2.048080638743607
8243,8244,MD/HD-00 - MD-50,26,18,119,,172.16886251882048,,246.60084533114727,,,,188.0574423097262,2.032616063395176
8269,8270,MD/HD-00 - MD/HD-100,26,32,145,,202.10561667338132,,313.975377309804,,,,236.84956368899725,2.650609012879305
8270,8271,MD/HD-00 - Location 173,26,216,146,,198.04972985306773,,314.5372577825993,,,,235.50750160315647,2.881063162432976
8273,8274,MD/HD-00 - MD/HD-300,26,3,149,,199.3735592636673,,316.87738118730533,,,,237.14474297416172,2.856735571241157
8282,8283,MD/HD-00 - MD/HD-100,26,19,158,,219.2989588897936,,335.18458380034014,,,,253.2407307755858,2.594478959391481
8289,8290,MD/HD-00 - MD/HD-200,26,25,165,,208.7983191342879,,344.7423466439336,,,,246.02355860493503,3.191405970214049
8302,8303,MD/HD-00 - MD-150,26,20,178,,238.26403303935768,,381.7021400047324,,,,272.8685721896789,3.379199434095229
8304,8305,MD/HD-00 - MD-150,26,33,180,,239.70052887807847,,384.77048508966254,,,,283.4060752747536,3.352630708408457
8309,8310,MD/HD-00 - MD-350,26,12,185,,247.03284913745568,,404.42268926948066,,,,297.3684005297499,3.652718550554619
8325,8326,MD/HD-00 - MD/HD-200,26,34,201,,290.1353355348422,,466.20352598305726,,,,342.7927662457337,4.137662100357937
8328,8329,MD/HD-00 - MD/HD-400,26,4,204,,293.81623345262824,,489.9509796657528,,,,356.09957636305114,4.413764249954149
8349,8350,MD/HD-00 - MD-250,26,35,225,,334.85173259216396,,549.3341173797265,,,,395.6878710379985,4.927972162842977
8350,8351,MD/HD-00 - MD-450,26,13,226,,330.3086493959651,,551.8791066439345,,,,400.072786924238,5.006899781940434
8364,8365,MD/HD-00 - MD/HD-00,26,41,240,,380.40947759716903,,618.6398028225042,,,,452.4999839155408,5.682574362417711
8369,8370,MD/HD-00 - MD-50,26,42,245,,393.62328464191734,,642.5537634555296,,,,468.19060044530266,5.839466344922452
8372,8373,MD/HD-00 - MD/HD-500,26,5,248,,384.3770891561393,,649.0398928132561,,,,464.1800627654693,5.813613750917829
8373,8374,MD/HD-00 - MD/HD-100,26,43,249,,387.20534033415737,,651.1340781317591,,,,467.15363908447654,5.794022067810897
8379,8380,MD/HD-00 - MD/HD-200,26,36,255,,406.8401747382285,,666.057750217393,,,,477.3513564656553,5.701819710496403
8388,8389,MD/HD-00 - MD-350,26,39,264,,436.1056334366887,,727.1519012916003,,,,521.8216067873568,6.446805461958889
8389,8390,MD/HD-00 - MD-250,26,37,265,,443.649779410108,,730.1303585069359,,,,520.4582501586542,5.846143310115831
8390,8391,MD/HD-00 - MD-550,26,14,266,,428.9526410029316,,730.6293976895842,,,,519.7097781964186,6.557308761776083
8400,8401,MD/HD-00 - MD/HD-400,26,40,276,,474.5134186914384,,785.6222881382622,,,,564.5218970077797,6.920630790900906
8402,8403,MD/HD-00 - MD/HD-300,26,38,278,,535.9417834986543,,786.8619265529419,,,,588.5975356302645,5.700896277987636
8407,8408,MD/HD-00 - MD/HD-600,26,6,283,,472.9037403206863,,811.5424770697562,,,,574.8512523809828,7.15404122378298
8423,8424,MD/HD-00 - MD-650,26,15,299,,535.5727509529634,,885.3086204165845,,,,633.0115564401184,7.794291433452741
8435,8436,MD/HD-00 - MD/HD-700,26,16,311,,593.9913201326866,,984.0458169159704,,,,700.1983869096249,8.407842676924153
8443,8444,MD/HD-00 - MD-750,26,7,319,,628.7543051819514,,1046.0383139426542,,,,742.0754196434037,8.951645509357675
8450,8451,MD-50 - MD-50,27,27,1,,0.0,,0.0,,,,0.0,0.0
8460,8461,MD-50 - MD-50,27,23,11,,24.77275615532263,,25.354505893794027,,,,25.150459228953743,0.126719337622852
8464,8465,MD-50 - MD-50,27,28,15,,35.21269233509646,,30.722409531470714,,,,35.35627833232115,0.219975072910571
8476,8477,MD-50 - MD/HD-100,27,22,27,,40.25202421344757,,67.5140245979395,,,,47.81135002668711,0.699956674941617
8478,8479,MD-50 - MD/HD-100,27,9,29,,66.1133630399772,,74.9684077822646,,,,68.52226239892398,0.651425837853735
8479,8480,MD-50 - MD/HD-00,27,29,30,,59.65392082436284,,78.10246764948046,,,,63.03738798276383,0.715114369075884
8480,8481,MD-50 - MD/HD-00,27,21,31,,63.489903165964144,,80.01667194010119,,,,66.62111292617202,0.765867475714275
8481,8482,MD-50 - MD/HD-00,27,26,32,,62.68838728960839,,82.81069031765173,,,,65.82923131051406,0.825845499717378
8494,8495,MD-50 - MD-50,27,8,45,,80.90272983284406,,102.65674329722438,,,,85.98857990381718,0.749014626257462
8503,8504,MD-50 - IMD/HD-00,27,30,54,,96.599943642143,,108.76729060957474,,,,100.00982139938272,0.981760662861592
8520,8521,MD-50 - MD/HD-00,27,17,71,,103.2040811482184,,144.32779336425784,,,,114.02195502140982,1.182840141802517
8522,8523,MD-50 - MD-150,27,24,73,,86.40052206275881,,151.25223522656503,,,,105.08761874848716,1.545787379190134
8524,8525,MD-50 - MD-150,27,10,75,,111.55340977526828,,151.69987143983195,,,,118.71619245920493,1.301276655645782
8542,8543,MD-50 - MD-50,27,18,93,,138.0283095217411,,203.77920901120527,,,,154.9714512154849,1.405316599751361
8553,8554,MD-50 - MD/HD-200,27,2,104,,156.33678521258747,,230.36631321253188,,,,175.70401798166995,1.980059011814717
8567,8568,MD-50 - MD/HD-200,27,25,118,,145.23418032324489,,262.52967206303845,,,,180.0490779370375,2.365751046722263
8568,8569,MD-50 - MD/HD-100,27,19,119,,164.4251143207759,,264.0934764466605,,,,190.30335979562912,1.859157663831805
8581,8582,MD-50 - MD-150,27,20,132,,174.69989422831475,,299.4894654238368,,,,206.8940915217813,2.597902095029248
8587,8588,MD-50 - MD-50,27,31,138,,202.05648522282496,,312.897577969709,,,,231.93574690083727,2.607774867132757
8588,8589,MD-50 - MD-250,27,11,139,,207.1071844544741,,314.1982689483089,,,,236.98061396552848,2.74394117104137
8608,8609,MD-50 - MD/HD-100,27,32,159,,248.53137191859904,,394.2743696048288,,,,289.1352060247972,3.215576449735046
8609,8610,MD-50 - Location 173,27,216,160,,244.47548509828604,,394.8362500776236,,,,287.79314393895623,3.566135970200254
8612,8613,MD-50 - MD/HD-300,27,3,163,,245.79931450888563,,397.17637348232967,,,,289.4303853099615,3.541070293737351
8636,8637,MD-50 - MD-150,27,33,187,,286.1262841232963,,465.06947738468733,,,,335.69171761055355,3.936813820249585
8637,8638,MD-50 - MD-350,27,12,188,,293.4586043826735,,484.7216815645051,,,,349.65404286555,4.327446033295503
8651,8652,MD-50 - MD/HD-200,27,34,202,,336.5610907800599,,546.5025182780817,,,,395.0784085815336,4.747773385677187
8654,8655,MD-50 - MD/HD-400,27,4,205,,340.24198869784607,,570.2499719607773,,,,408.3852186988512,5.073972635664762
8674,8675,MD-50 - MD-250,27,35,225,,381.2774878373816,,629.6331096747502,,,,447.9735133737984,5.555677989602098
8675,8676,MD-50 - MD-450,27,13,226,,376.7344046411829,,632.1780989389588,,,,452.35842926003806,5.635333566971182
8689,8690,MD-50 - MD/HD-00,27,41,240,,426.83523284238686,,698.9387951175283,,,,504.7856262513409,6.376016666407929
8694,8695,MD-50 - MD-50,27,42,245,,440.0490398871352,,722.8527557505539,,,,520.4762427811027,6.503625087296458
8697,8698,MD-50 - MD/HD-500,27,5,248,,430.8028444013571,,729.3388851082801,,,,516.4657051012694,6.413410011297592
8698,8699,MD-50 - MD/HD-100,27,43,249,,433.6310955793752,,731.4330704267832,,,,519.4392814202766,6.40899636699108
8704,8705,MD-50 - MD/HD-200,27,36,255,,453.2659299834455,,746.3567425124166,,,,529.6369988014555,6.272796565533149
8706,8707,MD-50 - MD/HD-300,27,38,257,,516.3757154260593,,764.3906602281614,,,,565.8214717978393,6.136043439954765
8716,8717,MD-50 - MD-350,27,39,267,,482.5313886819065,,807.4508935866246,,,,574.1072491231572,7.015164579506373
8717,8718,MD-50 - MD-250,27,37,268,,490.0755346553256,,810.4293508019596,,,,572.7438924944545,6.355299212549764
8718,8719,MD-50 - MD-550,27,14,269,,475.3783962481494,,810.9283899846083,,,,571.9954205322193,7.167516711827001
8727,8728,MD-50 - MD/HD-400,27,40,278,,520.9391739366562,,865.9212804332863,,,,616.8075393435795,7.482036591106494
8732,8733,MD-50 - MD/HD-600,27,6,283,,519.329495565904,,891.8414693647803,,,,627.1368947167837,7.730599004214092
8749,8750,MD-50 - MD-650,27,15,300,,581.9985061981808,,965.6076127116087,,,,685.2971987759187,8.349704678050148
8760,8761,MD-50 - MD/HD-700,27,16,311,,640.4170753779041,,1064.3448092109943,,,,752.4840292454252,8.929462558271432
8768,8769,MD-50 - MD-750,27,7,319,,675.1800604271689,,1126.337306237679,,,,794.361061979204,9.475168920502858
8775,8776,MD-50 - MD-50,28,28,1,,0.0,,0.0,,,,0.0,0.0
8779,8780,MD-50 - MD-50,28,23,5,,21.751576719150208,,14.852185817038375,,,,21.822741639246352,0.101352620450206
8790,8791,MD-50 - MD-50,28,27,16,,37.477258949998166,,34.6054892163289,,,,37.990918127996125,0.219975072910571
8798,8799,MD-50 - MD/HD-00,28,29,24,,41.134169360739214,,58.234592499974816,,,,44.179163397689614,0.580846543919523
8800,8801,MD-50 - MD/HD-00,28,21,26,,52.21629880193567,,71.520569931458,,,,55.768662988053904,0.650586535258335
8802,8803,MD-50 - MD/HD-00,28,26,28,,56.03593988839184,,78.19752964847717,,,,59.60621808958735,0.717415319166188
8805,8806,MD-50 - MD/HD-100,28,9,31,,74.24068687436373,,84.31336022211937,,,,77.22331517278042,0.631106937920839
8808,8809,MD-50 - MD/HD-100,28,22,34,,67.90650702966141,,89.972573793183,,,,75.42340288555323,0.839700523677864
8831,8832,MD-50 - IMD/HD-00,28,30,57,,85.97913125041022,,113.607767317299,,,,89.66805973326753,0.932031382056932
8840,8841,MD-50 - MD-50,28,8,66,,102.06260409018576,,131.61352448036152,,,,108.74286988424075,0.927205980600244
8841,8842,MD-50 - MD-150,28,10,67,,93.03365831164452,,131.8319962903263,,,,99.85796787413065,1.151986543281468
8857,8858,MD-50 - MD/HD-00,28,17,83,,124.36395540556008,,173.28457454739504,,,,136.7762450018334,1.384304433550467
8858,8859,MD-50 - MD-150,28,24,84,,114.0550048789726,,173.71078442180857,,,,132.6996716073533,1.696234310734819
8877,8878,MD-50 - MD/HD-200,28,2,103,,137.81703374896364,,210.49843806302627,,,,156.84579339659558,1.791119947818966
8881,8882,MD-50 - MD-50,28,18,107,,159.1881837790828,,232.7359901943425,,,,177.72574119590843,1.625027829036893
8905,8906,MD-50 - MD/HD-200,28,25,131,,172.88866313945869,,284.98822125828195,,,,207.6611307959037,2.506759967260984
8907,8908,MD-50 - MD/HD-100,28,19,133,,192.07959713698972,,286.5520256419041,,,,217.91541265449527,2.065801873422342
8911,8912,MD-50 - MD-50,28,31,137,,183.53673375920113,,293.02970282020334,,,,213.07752231576333,2.401510741035219
8912,8913,MD-50 - MD-250,28,11,138,,188.58743299084995,,294.3303937988033,,,,218.1223893804544,2.548022263638233
8918,8919,MD-50 - MD-150,28,20,144,,202.3543770445286,,321.9480146190803,,,,234.50614438064753,2.78705320017274
8934,8935,MD-50 - MD/HD-100,28,32,160,,230.0116204549753,,374.4064944553232,,,,270.27698143972293,3.001084951141938
8935,8936,MD-50 - Location 173,28,216,161,,225.95573363466164,,374.96837492811807,,,,268.9349193538821,3.365604240489914
8938,8939,MD-50 - MD/HD-300,28,3,164,,227.2795630452612,,377.3084983328242,,,,270.57216072488745,3.340460790358528
8961,8962,MD-50 - MD-150,28,33,187,,267.60653265967244,,445.2016022351818,,,,316.8334930254793,3.722825425215877
8962,8963,MD-50 - MD-350,28,12,188,,274.9388529190496,,464.8538064149994,,,,330.79581828047566,4.123790506507662
8976,8977,MD-50 - MD/HD-200,28,34,202,,318.04133931643617,,526.6346431285765,,,,376.22018399645935,4.535321646332268
8979,8980,MD-50 - MD/HD-400,28,4,205,,321.7222372342222,,550.3820968112716,,,,389.5269941137769,4.867239863070778
8999,9000,MD-50 - MD-250,28,35,225,,362.75773637375784,,609.7652345252451,,,,429.1152887887242,5.344457934815678
9000,9001,MD-50 - MD-450,28,13,226,,358.21465317755906,,612.3102237894531,,,,433.50020467496387,5.424143353780192
9014,9015,MD-50 - MD/HD-00,28,41,240,,408.315481378763,,679.0709199680225,,,,485.9274016662666,6.173751422629244
9019,9020,MD-50 - MD-50,28,42,245,,421.5292884235113,,702.9848806010481,,,,501.61801819602846,6.296474765595801
9022,9023,MD-50 - MD/HD-500,28,5,248,,412.2830929377332,,709.4710099587745,,,,497.6074805161951,6.199050364935381
9023,9024,MD-50 - MD/HD-100,28,43,249,,415.1113441157513,,711.5651952772776,,,,500.5810568352024,6.196010401967423
9029,9030,MD-50 - MD/HD-200,28,36,255,,434.74617851982174,,726.4888673629115,,,,510.7787742163812,6.056358746378274
9030,9031,MD-50 - MD/HD-300,28,38,256,,495.850506275102,,734.6681797133219,,,,544.071770036348,5.916125908720319
9041,9042,MD-50 - MD-350,28,39,267,,464.01163721828254,,787.5830184371188,,,,555.2490245380826,6.798346040712981
9042,9043,MD-50 - MD-250,28,37,268,,471.55578319170183,,790.5614756524544,,,,553.8856679093805,6.136068776391199
9043,9044,MD-50 - MD-550,28,14,269,,456.8586447845255,,791.0605148351027,,,,553.1371959471452,6.953798148211308
9052,9053,MD-50 - MD/HD-400,28,40,278,,502.4194224730322,,846.0534052837805,,,,597.9493147585049,7.264710542454252
9057,9058,MD-50 - MD/HD-600,28,6,283,,500.80974410228015,,871.9735942152746,,,,608.2786701317094,7.514124428778862
9074,9075,MD-50 - MD-650,28,15,300,,563.4787547345572,,945.7397375621027,,,,666.4389741908441,8.131913665255388
9085,9086,MD-50 - MD/HD-700,28,16,311,,621.8973239142805,,1044.4769340614887,,,,733.6258046603507,8.71028903024436
9093,9094,MD-50 - MD-750,28,7,319,,656.6603089635453,,1106.4694310881737,,,,775.5028373941294,9.25600886131371
9100,9101,MD/HD-00 - MD/HD-00,29,29,1,,0.0,,0.0,,,,0.0,0.0
9101,9102,MD/HD-00 - MD/HD-00,29,21,2,,12.083921459933007,,13.373249219843297,,,,12.583111763832484,0.093275963786076
9102,9103,MD/HD-00 - MD/HD-00,29,26,3,,15.903562546389182,,20.050208936862497,,,,16.420666865365938,0.159418911309288
9123,9124,MD/HD-00 - MD/HD-100,29,9,24,,39.728721954093565,,52.33943001969672,,,,41.109178400922666,0.358150280269902
9129,9130,MD/HD-00 - MD-50,29,28,30,,40.533216079479445,,54.90914427732844,,,,42.71644219159927,0.580846543919523
9130,9131,MD/HD-00 - IMD/HD-00,29,30,31,,46.443416591679885,,55.460264873772,,,,47.07632105972253,0.456739277982058
9136,9137,MD/HD-00 - MD-50,29,23,37,,52.41406479600743,,68.42368166813203,,,,54.47156100173993,0.658192328570402
9137,9138,MD/HD-00 - MD-150,29,10,38,,52.90128096964197,,73.68467557871165,,,,56.67241664990917,0.586653563459169
9138,9139,MD/HD-00 - MD-50,29,27,39,,59.50308631846332,,78.7228371265931,,,,62.616170865739896,0.715114369075884
9159,9160,MD/HD-00 - MD-50,29,8,60,,93.94465019319392,,137.41234085276295,,,,101.70824143114947,1.074587711270423
9165,9166,MD/HD-00 - MD/HD-100,29,22,66,,102.51154802047355,,143.16841342794677,,,,111.80881797044006,1.407069806002918
9169,9170,MD/HD-00 - MD/HD-200,29,2,70,,97.68465640696112,,152.35111735141172,,,,113.66024217237413,1.306986447405049
9187,9188,MD/HD-00 - MD/HD-00,29,17,88,,137.86404206057517,,193.28033050317484,,,,147.7148359044706,1.571091719156167
9211,9212,MD/HD-00 - MD-150,29,24,112,,141.70992926430637,,226.9815830951896,,,,162.56956802407444,2.25923128746779
9216,9217,MD/HD-00 - MD-50,29,31,117,,143.4043564171985,,234.88238210858873,,,,169.8919710915418,1.986604933529761
9217,9218,MD/HD-00 - MD-250,29,11,118,,148.45505564884755,,236.18307308718877,,,,174.9368381562329,2.081045936029891
9226,9227,MD/HD-00 - MD-50,29,18,127,,174.47478664813872,,258.0724780597423,,,,190.96877397939767,1.994984298479463
