,Unnamed: 0,OID_,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length,longitude,latitude,longitude_dst,latitude_dst,speed_0,speed_1,speed_2,speed_3,speed_4,speed_5,speed_6,speed_7,speed_8,speed_9,speed_10,speed_11,speed_12,speed_13,speed_14,speed_15,speed_16,speed_17,speed_18,speed_19,speed_20,speed_21,speed_22,speed_23
0,0,1,MD/HD-0 - MD/HD-0,1,1,1,,0.0,,0.0,,,,0.0,0.0,-117.04063787310983,32.568458824786205,-117.04063787310983,32.568458824786205,109.17072842857141,109.03853264285712,108.7224122857143,108.44652542857143,108.08442392857137,110.92375949999999,109.73974507142853,109.75124035714285,108.952318,109.52708228571426,109.20521428571429,108.90058921428572,108.94657035714285,109.17647607142857,109.10750435714284,109.26269071428572,110.21679942857142,110.13058478571429,107.98096635714286,108.60745942857145,109.12474728571428,109.34315771428572,109.41787707142859,109.60754928571428
1,1,2,MD/HD-0 - MD/HD-00,1,17,2,,25.11520373755754,,32.12427905960319,,,,26.659105176713833,0.22847017928342,-117.04063787310983,32.568458824786205,-117.16090021791031,32.76272336732137,111.79452739285712,112.07616189285713,111.84050853571429,111.57036932142859,111.23987985714285,112.50436128571427,112.27732939285713,111.04446,109.99551517857144,109.52708228571427,108.50112803571429,107.56426225000001,106.4980745,106.65038703571429,103.67598185714284,91.93929514285715,88.72923660714285,92.91352060714287,98.38815042857144,107.97809253571431,109.82883353571427,111.33184214285714,111.39219239285715,111.63646721428574
2,2,3,MD/HD-0 - MD-50,1,8,3,,59.19925579547321,,84.47778149948049,,,,62.84476001691578,0.725206575679273,-117.04063787310983,32.568458824786205,-117.38479163576537,33.20677810007946,106.38886928571429,105.97216517857142,105.63592807142855,105.35429357142858,105.30543860714285,106.63314410714285,106.06125364285711,105.63592807142858,105.92331021428572,106.75384460714285,107.15617960714286,106.76821371428574,106.76533989285716,106.61015353571428,105.83422175,105.05254232142856,106.538308,106.33426667857142,105.59569457142857,107.29412303571429,107.46942614285716,107.56713607142856,107.29412303571429,107.18491782142857
3,3,4,MD/HD-0 - MD-50,1,18,4,,54.6004338177903,,91.00976102416136,,,,63.85919926830074,0.589699570583105,-117.04063787310983,32.568458824786205,-116.48319121675341,32.76070502925576,105.86870760714287,105.68478303571429,105.58994692857144,105.22784542857143,105.15312607142856,106.42048132142857,104.88298685714282,103.12420814285716,101.97755339285715,100.05209303571426,98.89394300000001,98.48298653571426,98.9456717857143,99.39111410714285,98.95141942857141,96.95123971428573,98.86233096428573,99.81643967857144,101.89996021428573,104.33983460714286,105.6819092142857,105.894572,105.61293750000003,105.90031964285714
4,4,5,MD/HD-0 - MD-50,1,27,5,,122.10835438482005,,169.64260980493916,,,,133.0870963749647,1.389125845151751,-117.04063787310983,32.568458824786205,-117.24374159854376,33.94265056155244,110.8950212857143,110.73983492857143,110.58177475000001,110.8346710357143,110.48981246428569,111.3749494642857,109.40350796428572,109.43512,108.98967767857144,109.09313524999999,109.36040064285717,109.1218734642857,108.92645360714285,108.37755371428568,108.84886042857143,109.09313525000002,109.45523674999998,108.94944417857143,108.42640867857142,109.91504817857144,110.59039621428569,110.95824535714286,111.11055789285714,111.19389871428574
5,5,6,MD/HD-0 - MD/HD-100,1,19,6,,98.05968230328637,,171.04775484677444,,,,124.63735033966177,1.256616670016521,-117.04063787310983,32.568458824786205,-115.80047744727553,32.77077767840309,106.21069235714285,106.09861332142857,105.94630078571429,105.814105,105.6790353928571,107.11594610714285,106.46358864285712,106.53543417857144,106.04975835714286,106.34576196428571,106.19057560714286,105.99228192857144,105.98366046428572,106.06987510714283,106.11010860714285,106.12160389285715,106.71073728571427,106.61015353571429,105.56120871428574,105.96354371428573,106.20207089285715,106.31127610714285,106.36587871428573,106.43197660714286
6,6,7,MD/HD-0 - MD/HD-100,1,9,7,,118.26289542771393,,172.60786255914886,,,,128.70630471000973,1.468334540270432,-117.04063787310983,32.568458824786205,-117.87379144605188,33.776996527490745,110.41221928571424,110.98410974999999,110.65649410714285,110.37485960714285,110.71971817857143,111.8002750357143,109.4035079642857,107.70795332142858,105.51522757142855,105.5008584642857,104.24212467857143,102.87131185714287,102.21608057142856,101.40278910714285,100.82227717857143,101.57809221428573,101.03781378571429,95.53444574999999,96.4109612857143,103.3713567857143,107.48379524999999,110.19380885714288,110.51280303571428,110.6133867857143
7,7,8,MD/HD-0 - MD-50,1,23,8,,129.81605829276157,,189.49717223452697,,,,142.4721390825404,1.5148022903716842,-117.04063787310983,32.568458824786205,-117.27885951700506,34.064386463071074,108.33157257142855,107.18491782142857,107.30274449999999,107.0498482142857,107.82865382142855,109.44948910714285,107.26538482142855,105.30831242857143,103.50355257142857,104.23350321428566,102.86556421428573,102.02928217857145,100.00036425,100.00611189285713,97.63520921428572,91.14899425,88.6344005,87.00781757142857,90.86161210714285,103.04374114285713,106.08999185714286,108.56722592857143,109.21383575000002,108.91208450000002
8,8,9,MD/HD-0 - MD-50,1,28,9,,139.93962893629237,,194.8699372813567,,,,152.3630418246371,1.5960300868863515,-117.04063787310983,32.568458824786205,-117.3528823760396,34.1337780386657,108.84023896428566,108.90633685714285,108.21949353571428,108.27409614285713,107.56713607142856,109.06727085714286,107.80566324999997,106.98662414285714,106.0152725,105.19623339285715,103.91738285714285,103.30813271428572,103.54378607142856,103.66448657142857,104.34845607142859,104.81688896428572,105.57845164285715,105.28532185714286,104.08119067857142,105.13588314285712,106.70211582142856,108.59883796428572,108.88047246428573,109.30579803571429
9,9,10,MD/HD-0 - IMD/HD-00,1,30,10,,145.05972303751818,,197.42198774761985,,,,156.6904865632374,1.673887553220846,-117.04063787310983,32.568458824786205,-118.20945078886488,33.76660473318925,109.76273564285714,109.42075089285714,109.15923314285713,109.11325199999999,109.73687125,111.2944824642857,106.03538924999998,98.18985675,94.19237114285716,97.3535747142857,100.48029242857143,101.42003203571429,100.59237146428572,97.98294160714285,94.21248789285715,90.63458021428572,87.78949699999998,87.44751225000002,90.93633146428571,101.96318428571429,106.26816878571427,109.33166242857145,109.85182410714285,110.09609892857142
