OID_,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
1,MD/HD-0 - MD/HD-0,1,1,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
2,MD/HD-0 - MD/HD-00,1,17,2,,25.115203737557540,,32.124279059603190,,,,26.659105176713833,0.228470179283420
3,MD/HD-0 - MD-50,1,8,3,,59.199255795473206,,84.477781499480486,,,,62.844760016915785,0.725206575679273
4,MD/HD-0 - MD-50,1,18,4,,54.600433817790297,,91.009761024161364,,,,63.859199268300749,0.589699570583105
5,MD/HD-0 - MD-50,1,27,5,,122.108354384820046,,169.642609804939156,,,,133.087096374964688,1.389125845151751
6,MD/HD-0 - MD/HD-100,1,19,6,,98.059682303286365,,171.047754846774438,,,,124.637350339661751,1.256616670016521
7,MD/HD-0 - MD/HD-100,1,9,7,,118.262895427713929,,172.607862559148884,,,,128.706304710009732,1.468334540270432
8,MD/HD-0 - MD-50,1,23,8,,129.816058292761539,,189.497172234526971,,,,142.472139082540451,1.514802290371684
9,MD/HD-0 - MD-50,1,28,9,,139.939628936292365,,194.869937281356670,,,,152.363041824637037,1.596030086886352
10,MD/HD-0 - IMD/HD-00,1,30,10,,145.059723037518211,,197.421987747619823,,,,156.690486563237357,1.673887553220846
11,MD/HD-0 - MD/HD-00,1,26,11,,153.906213993011590,,208.815568590646137,,,,165.389944599880181,1.791317917864188
12,MD/HD-0 - MD/HD-00,1,21,12,,151.074739042607632,,213.232711795126818,,,,162.644436535230881,1.777346363727673
13,MD/HD-0 - MD/HD-00,1,29,13,,158.245808862679041,,220.576784143212592,,,,170.297242100333534,1.799402277136460
14,MD/HD-0 - MD/HD-100,1,22,14,,155.415569999027781,,235.284009543422769,,,,174.367682842365326,1.426017250656942
15,MD/HD-0 - MD-150,1,20,15,,225.936848893832575,,239.386423004735320,,,,230.077488920153570,2.088178309546954
16,MD/HD-0 - MD-150,1,10,16,,206.909841896852811,,267.896886559553650,,,,219.392844316035109,2.270427935850682
17,MD/HD-0 - MD-150,1,24,17,,198.757918192215442,,324.127846641238762,,,,229.938902269797978,1.711006022771170
18,MD/HD-0 - MD/HD-200,1,2,18,,251.633692554172057,,346.542542373393758,,,,276.346142635400156,3.058019437885195
19,MD/HD-0 - MD/HD-200,1,25,19,,223.521376761432123,,377.982472864644251,,,,268.244029100784019,2.378672420972302
20,MD/HD-0 - MD-50,1,31,20,,297.353392564409432,,429.073807130571140,,,,332.577871554567764,3.770045068803076
21,MD/HD-0 - MD-250,1,11,21,,302.404091796058424,,430.374498109171100,,,,337.622738619258996,3.824494113306774
22,MD/HD-0 - MD/HD-100,1,32,22,,343.828279260183194,,510.450598765690870,,,,389.777330678527392,4.438543156055943
23,MD/HD-0 - MD/HD-300,1,3,23,,341.096221850469931,,513.352602643192199,,,,390.072509963692085,4.631124572071806
24,MD/HD-0 - MD-150,1,33,24,,381.423191464880688,,581.245706545549297,,,,436.333842264283987,5.143653321352907
25,MD/HD-0 - MD-350,1,12,25,,388.755511724258326,,600.897910725367637,,,,450.296167519280118,5.426858849935165
26,MD/HD-0 - MD/HD-200,1,34,26,,431.857998121644187,,662.678747438942878,,,,495.720533235263872,5.927896274251217
27,MD/HD-0 - MD/HD-400,1,4,27,,435.538896039431165,,686.426201121639679,,,,509.027343352581681,6.191237502901081
28,MD/HD-0 - MD-250,1,35,28,,476.574395178965915,,745.809338835611470,,,,548.615638027528462,6.714436097993202
29,MD/HD-0 - MD-450,1,13,29,,472.031311982768045,,748.354328099821259,,,,553.000553913768272,6.793084625712838
30,MD/HD-0 - MD/HD-00,1,41,30,,522.132140183971842,,815.115024278390706,,,,605.427750905070752,7.436765814859785
31,MD/HD-0 - MD-50,1,42,31,,535.345947228720775,,839.028984911416160,,,,621.118367434832066,7.611268223761923
32,MD/HD-0 - MD/HD-500,1,5,32,,526.099751742942090,,845.515114269142714,,,,617.107829755000125,7.603800998680874
33,MD/HD-0 - MD/HD-100,1,43,33,,528.928002920960353,,847.609299587645751,,,,620.081406074007418,7.582080864109330
34,MD/HD-0 - MD/HD-200,1,36,34,,548.562837325028568,,862.532971673277871,,,,630.279123455185413,7.493034394183293
35,MD/HD-0 - MD-350,1,39,35,,577.828296023491021,,923.627122747487078,,,,674.749373776887751,8.238037127576217
36,MD/HD-0 - MD-250,1,37,36,,585.372441996908833,,926.605579962820798,,,,673.386017148184351,7.628435453157581
37,MD/HD-0 - MD-550,1,14,37,,570.675303589735108,,927.104619145470906,,,,672.637545185949989,8.345627092406946
38,MD/HD-0 - MD/HD-400,1,40,38,,616.236081278240022,,982.097509594148733,,,,717.449663997310040,8.711662668220113
39,MD/HD-0 - MD/HD-300,1,38,39,,626.110185874984950,,995.284725758599961,,,,720.384975229839370,7.456197360112752
40,MD/HD-0 - MD/HD-600,1,6,40,,614.626402907490046,,1008.017698525642800,,,,727.779019370514220,8.945317226871106
41,MD/HD-0 - MD-650,1,15,41,,677.295413539764581,,1081.783841872470475,,,,785.939323429649107,9.585134949075254
42,MD/HD-0 - MD/HD-700,1,16,42,,735.713982719488286,,1180.521038371857003,,,,853.126153899156179,10.194613566264255
43,MD/HD-0 - MD-750,1,7,43,,770.476967768752502,,1242.513535398542672,,,,895.003186632934558,10.738968320753550
44,MD/HD-200 - MD/HD-200,2,2,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
45,MD/HD-200 - MD-50,2,31,2,,46.166543881532554,,82.522801527181542,,,,56.585089747247849,0.735065485241340
46,MD/HD-200 - MD-250,2,11,3,,51.217243113181667,,83.823492505781530,,,,61.629956811939010,0.774568023603357
47,MD/HD-200 - MD-150,2,10,4,,58.940738871915777,,97.066567018401130,,,,69.511156106868043,0.789903204459457
48,MD/HD-200 - MD/HD-00,2,26,5,,117.099535881502618,,155.160568857482332,,,,128.919605233994872,1.274878880837742
49,MD/HD-200 - MD/HD-00,2,21,6,,114.968105810741008,,158.630363432595971,,,,126.613333417825515,1.301549352871461
50,MD/HD-200 - MD/HD-00,2,29,7,,108.105066518068483,,158.671647566135903,,,,121.827700879254081,1.306986447405049
51,MD/HD-200 - MD/HD-100,2,32,8,,92.641430577306309,,163.899593162301613,,,,113.784548871207377,1.437784958848606
52,MD/HD-200 - MD/HD-300,2,3,9,,89.909373167593031,,166.801597039802715,,,,114.079728156372070,1.582708711063904
53,MD/HD-200 - IMD/HD-00,2,30,10,,135.766574694369211,,173.516373611936189,,,,147.507581304592179,1.403746872207421
54,MD/HD-200 - MD/HD-100,2,9,11,,142.158324931244408,,183.808746095387164,,,,154.791387007946440,1.595867232482473
55,MD/HD-200 - MD-50,2,28,12,,146.467768458935893,,212.859138476855094,,,,162.373628918815001,1.791119947818966
56,MD/HD-200 - MD-50,2,23,13,,158.348617175464057,,226.373675867659017,,,,174.128747728955716,1.889027250392204
57,MD/HD-200 - MD-150,2,33,14,,130.236342782003476,,234.694700942159955,,,,160.341060456963760,2.107442081507886
58,MD/HD-200 - MD-50,2,27,15,,165.437638697919766,,236.672831326120246,,,,182.273357592955648,1.980059011814717
59,MD/HD-200 - MD-350,2,12,16,,137.568663041381484,,254.346905121978011,,,,174.303385711960004,2.378267992998556
60,MD/HD-200 - MD-50,2,8,17,,196.211177233427350,,268.897037633863647,,,,215.240236863346752,2.347406915262090
61,MD/HD-200 - MD/HD-100,2,22,18,,208.446100399930202,,301.118407627473744,,,,231.466004697655876,2.618452022132730
62,MD/HD-200 - MD/HD-200,2,34,19,,180.671149438767515,,316.127741835554616,,,,219.727751427943247,2.873219743548375
63,MD/HD-200 - MD/HD-00,2,17,20,,240.130569100808657,,324.765027284275675,,,,261.246831336667867,2.831190686163643
64,MD/HD-200 - MD/HD-400,2,4,21,,184.352047356553612,,339.875195518250223,,,,233.034561545261084,3.138885880296651
65,MD/HD-200 - MD/HD-0,2,1,22,,252.813369213517518,,348.143230172926678,,,,275.584944910387321,3.058019437885195
66,MD/HD-200 - MD-150,2,24,23,,247.644481643763243,,384.931577294716476,,,,282.226754751290514,3.469784566899466
67,MD/HD-200 - MD-50,2,18,24,,276.741313688372145,,389.557174840842947,,,,304.500769411595002,3.300389597537056
68,MD/HD-200 - MD-250,2,35,25,,225.387546496089243,,399.258333232223720,,,,272.622856220208291,3.656422620281434
69,MD/HD-200 - MD-450,2,13,26,,220.844463299890606,,401.803322496431917,,,,277.007772106447590,3.735097001811429
70,MD/HD-200 - MD/HD-00,2,41,27,,270.945291501094403,,468.564018675002671,,,,329.434969097750468,4.413697147317650
71,MD/HD-200 - MD/HD-100,2,19,28,,323.871410059344839,,478.140913310036069,,,,369.684057877454507,3.829981670944826
72,MD/HD-200 - MD-50,2,42,29,,284.159098545842539,,492.477979308027443,,,,345.125585627512237,4.564933951693098
73,MD/HD-200 - MD/HD-200,2,25,30,,306.478139904249304,,496.209014131189861,,,,357.188213939840864,4.259164783159875
74,MD/HD-200 - MD/HD-500,2,5,31,,274.912903060064195,,498.964108665753542,,,,341.115047947678818,4.548165979029629
75,MD/HD-200 - MD/HD-100,2,43,32,,277.741154238082288,,501.058293984256409,,,,344.088624266686111,4.524263256356996
76,MD/HD-200 - MD/HD-200,2,36,33,,297.375988642153288,,515.981966069889722,,,,354.286341647865356,4.448002162433678
77,MD/HD-200 - MD-150,2,20,34,,335.943853809318568,,533.168807491988332,,,,384.033227524584902,4.576638836765356
78,MD/HD-200 - MD-350,2,39,35,,326.641447340613581,,577.076117144098021,,,,398.756591969566387,5.192011814251825
79,MD/HD-200 - MD-250,2,37,36,,334.185593314033440,,580.054574359432877,,,,397.393235340864180,4.626983339535530
80,MD/HD-200 - MD-550,2,14,37,,319.488454906856475,,580.553613542081621,,,,396.644763378628170,5.287864111305768
81,MD/HD-200 - MD/HD-400,2,40,38,,365.049232595363264,,635.546503990759675,,,,441.456882189989130,5.667781780322170
82,MD/HD-200 - MD/HD-300,2,38,39,,374.923337192109443,,648.733720155212040,,,,444.392193422519370,4.540662559789587
83,MD/HD-200 - MD/HD-600,2,6,40,,363.439554224611186,,661.466692922253515,,,,451.786237563192458,5.894444601314997
84,MD/HD-200 - MD-650,2,15,41,,426.108564856888165,,735.232836269082100,,,,509.946541622327118,6.542319610071798
85,MD/HD-200 - MD/HD-700,2,16,42,,484.527134036612267,,833.970032768468059,,,,577.133372091833735,7.171313096443589
86,MD/HD-200 - MD-750,2,7,43,,519.290119085877336,,895.962529795151795,,,,619.010404825612568,7.712966108388350
87,MD/HD-300 - MD/HD-300,3,3,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
88,MD/HD-300 - MD-250,3,11,2,,49.042231364080507,,83.925622958682339,,,,60.786789248195689,0.808660582029041
89,MD/HD-300 - MD/HD-100,3,32,3,,60.287084945186393,,92.246537210593118,,,,66.507369314278876,0.729534171013355
90,MD/HD-300 - MD-50,3,31,4,,66.409350584363025,,108.297886245064916,,,,75.900184065212358,0.957117659499002
91,MD/HD-300 - MD-150,3,33,5,,76.404423919151341,,118.471343202255113,,,,82.864746487720495,0.787320232519383
92,MD/HD-300 - MD-350,3,12,6,,67.416589162653153,,121.625686868547945,,,,84.570602682097302,0.796242589971940
93,MD/HD-300 - MD/HD-200,3,2,7,,91.194308927486816,,167.855892426792479,,,,115.360047759745925,1.582708711063904
94,MD/HD-300 - MD/HD-200,3,34,8,,126.839230575915039,,199.904384095649846,,,,142.251437458700224,1.360895352294407
95,MD/HD-300 - MD/HD-400,3,4,9,,114.199973477825452,,207.153977264820099,,,,143.301778515398496,1.560191784282714
96,MD/HD-300 - MD-150,3,10,10,,141.562021927967237,,252.927625024066856,,,,175.019995504220617,2.361910075188709
97,MD/HD-300 - MD-450,3,13,11,,150.692389421162346,,269.082104243001595,,,,187.274989076585229,2.175296005293716
98,MD/HD-300 - MD-250,3,35,12,,151.515470854795666,,269.347664506272451,,,,187.722667435740931,2.098239043299961
99,MD/HD-300 - MD/HD-00,3,26,13,,199.720818937554071,,311.021626863147731,,,,234.428444631347531,2.856735571241157
100,MD/HD-300 - MD/HD-00,3,21,14,,197.589388866792177,,314.491421438261909,,,,232.122172815178033,2.884257971873664
101,MD/HD-300 - MD/HD-00,3,29,15,,190.726349574120064,,314.532705571802069,,,,227.336540276607025,2.887844142486980
102,MD/HD-300 - IMD/HD-00,3,30,16,,218.387857750421119,,329.377431617602610,,,,253.016420701944895,2.961512174970475
103,MD/HD-300 - MD/HD-00,3,41,17,,200.793217622365773,,335.842800421572520,,,,239.702186067888420,2.835582939226962
104,MD/HD-300 - MD/HD-100,3,9,18,,224.779607987295805,,339.669804101052364,,,,260.300226405299213,3.176353056026572
105,MD/HD-300 - MD-50,3,42,19,,214.007024667114308,,359.756761054597234,,,,255.392802597649478,2.982852442053510
106,MD/HD-300 - MD/HD-500,3,5,20,,204.760829181336078,,366.242890412323277,,,,251.382264917816940,3.007394394036974
107,MD/HD-300 - MD/HD-100,3,43,21,,207.589080359354114,,368.337075730826143,,,,254.355841236824176,2.968985274928279
108,MD/HD-300 - MD-50,3,28,22,,229.089051514987659,,368.720196482521658,,,,267.882468316168115,3.340460790358528
109,MD/HD-300 - MD-50,3,23,23,,240.969900231515595,,382.234733873324785,,,,279.637587126308631,3.440899055789563
110,MD/HD-300 - MD/HD-200,3,36,24,,219.528798912784254,,383.427167860904433,,,,265.088391471944590,2.943963197420399
111,MD/HD-300 - MD-50,3,27,25,,248.058921753971248,,392.533889331786327,,,,287.782196990308421,3.541070293737351
112,MD/HD-300 - MD-50,3,8,26,,278.832460289478718,,424.758095639528960,,,,320.749076260699326,3.926960633542275
113,MD/HD-300 - MD-350,3,39,27,,256.489373461885407,,444.354898890667869,,,,309.023808939704679,3.677973262593711
114,MD/HD-300 - MD-250,3,37,28,,256.338403584664775,,447.499776150447701,,,,308.195285164943812,3.214526904434374
115,MD/HD-300 - MD-550,3,14,29,,249.336381028128557,,447.832395288650616,,,,306.911980348766519,3.731111847264781
116,MD/HD-300 - MD/HD-100,3,22,30,,291.067383455981712,,456.979465633139625,,,,336.974844095008677,4.141478507742802
117,MD/HD-300 - MD/HD-00,3,17,31,,322.751852156859968,,480.626085289940988,,,,366.755670734020441,4.405786420205692
118,MD/HD-300 - MD/HD-400,3,40,32,,294.897158716634749,,502.825285737329011,,,,351.724099160127423,4.155517625274551
119,MD/HD-300 - MD/HD-0,3,1,33,,335.434652269568915,,504.004288178591878,,,,381.093784307739895,4.631124572071806
120,MD/HD-300 - MD/HD-300,3,38,34,,297.076147462740721,,516.178921946226751,,,,355.194243246598660,3.275864169868012
121,MD/HD-300 - MD/HD-600,3,6,35,,293.287480345883182,,528.745474668823022,,,,362.053454533330751,4.363576946281087
122,MD/HD-300 - MD-150,3,24,36,,330.265764699814440,,540.792635300382358,,,,387.735594148643145,4.974444174185138
123,MD/HD-300 - MD-50,3,18,37,,359.453237657923864,,551.511939075525561,,,,411.888878539206701,4.882491627974093
124,MD/HD-300 - MD-650,3,15,38,,355.956490978160048,,602.511618015651607,,,,420.213758592465410,5.027484136266850
125,MD/HD-300 - MD/HD-100,3,19,39,,401.990399368754026,,634.071720936589031,,,,472.361464415113630,5.399245621433117
126,MD/HD-300 - MD/HD-200,3,25,40,,389.099422960300501,,652.070072136855742,,,,462.697053337193552,5.730349172853219
127,MD/HD-300 - MD-150,3,20,41,,418.565136865369709,,689.029865497654441,,,,489.542066921937305,6.122748290123230
128,MD/HD-300 - MD/HD-700,3,16,42,,414.375060157884150,,701.248814515037566,,,,487.400589061972596,5.688153007148339
129,MD/HD-300 - MD-750,3,7,43,,449.138045207149275,,763.241311541721302,,,,529.277621795751656,6.222563547738426
130,MD/HD-400 - MD/HD-400,4,4,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
131,MD/HD-400 - MD/HD-200,4,34,2,,46.579658369136894,,59.569257530711155,,,,47.089608173334703,0.529682641038815
132,MD/HD-400 - MD-350,4,12,3,,43.101092019875551,,79.939593666486516,,,,54.504268408968095,0.766003822012972
133,MD/HD-400 - MD-450,4,13,4,,49.713204428479195,,80.731802211179058,,,,59.537134391675337,0.655243605981254
134,MD/HD-400 - MD-250,4,35,5,,50.536285862112514,,80.997362474449886,,,,59.984812750831061,0.588754442523647
135,MD/HD-400 - MD-150,4,33,6,,85.867234631195259,,131.837357621574540,,,,98.212527130968212,1.245959515389191
136,MD/HD-400 - MD/HD-00,4,41,7,,99.814032629682657,,147.492498389749670,,,,111.964331382978358,1.340307126496582
137,MD/HD-400 - MD/HD-300,4,3,8,,86.656832475768340,,161.366535352593473,,,,110.022637740404775,1.560191784282714
138,MD/HD-400 - MD-50,4,42,9,,113.027839674431362,,171.406459022774442,,,,127.654947912739743,1.429823454161811
139,MD/HD-400 - MD/HD-500,4,5,10,,103.781644188653075,,177.892588380500626,,,,123.644410232906949,1.500710699958757
140,MD/HD-400 - MD/HD-100,4,43,11,,106.609895366671097,,179.986773699003436,,,,126.617986551914157,1.436097447005002
141,MD/HD-400 - MD/HD-200,4,36,12,,118.549613920101493,,195.076865829082038,,,,137.350536787034088,1.516626388756332
142,MD/HD-400 - MD/HD-100,4,32,13,,131.898401706306515,,205.991154162229634,,,,152.719479359597443,1.925925475859061
143,MD/HD-400 - MD-250,4,11,14,,135.699063839848890,,245.292158311275870,,,,170.809426988600421,2.367313626387345
144,MD/HD-400 - MD-350,4,39,15,,155.510188469202262,,256.004596858845446,,,,181.285954254794660,2.201620716191182
145,MD/HD-400 - MD-250,4,37,16,,155.359218591981914,,259.149474118625278,,,,180.457430480033167,1.953452748911678
146,MD/HD-400 - MD-550,4,14,17,,148.357196035445440,,259.482093256828136,,,,179.174125663857012,2.188617669773442
147,MD/HD-400 - MD-50,4,31,18,,153.066183060131408,,269.664421597658418,,,,185.922821805617076,2.466202256907552
148,MD/HD-400 - MD/HD-400,4,40,19,,193.917973723951548,,314.474983705506759,,,,223.986244475217177,2.671993704398188
149,MD/HD-400 - MD/HD-300,4,38,20,,196.096962470057804,,327.828619914404726,,,,227.456388561688271,2.280719438463347
150,MD/HD-400 - MD/HD-200,4,2,21,,177.851141403255184,,329.222427779386010,,,,225.382685500150671,3.138885880296651
151,MD/HD-400 - MD/HD-600,4,6,22,,192.308295353200180,,340.395172637000428,,,,234.315599848421186,2.850505377049329
152,MD/HD-400 - MD-650,4,15,23,,254.977305985476505,,414.161315983829297,,,,292.475903907555164,3.529147638060739
153,MD/HD-400 - MD-150,4,10,24,,228.218854403735634,,414.294160376659818,,,,285.042633244624824,3.921556687499739
154,MD/HD-400 - MD/HD-00,4,26,25,,286.377651413322837,,472.388162215740863,,,,344.451082371751397,4.413764249954149
155,MD/HD-400 - MD/HD-00,4,21,26,,284.246221342560375,,475.857956790855098,,,,342.144810555582467,4.439253019657889
156,MD/HD-400 - MD/HD-00,4,29,27,,277.383182049888376,,475.899240924395144,,,,337.359178017011459,4.438996437336811
157,MD/HD-400 - IMD/HD-00,4,30,28,,305.044690226189573,,490.743966970195800,,,,363.039058442348392,4.521485883816878
158,MD/HD-400 - MD/HD-100,4,9,29,,311.436440463064343,,501.036339453645496,,,,370.322864145703193,4.734432628751356
159,MD/HD-400 - MD/HD-700,4,16,30,,313.395875165200437,,512.898512483215427,,,,359.662734377062179,4.223654049847581
160,MD/HD-400 - MD-50,4,28,31,,315.745883990755999,,530.086731835114392,,,,377.905106056572379,4.867239863070778
161,MD/HD-400 - MD-50,4,23,32,,327.626732707284020,,543.601269225917690,,,,389.660224866713179,4.968432510833681
162,MD/HD-400 - MD-50,4,27,33,,334.715754229739957,,553.900424684379004,,,,397.804834730712798,5.073972635664762
163,MD/HD-400 - MD-750,4,7,34,,348.158860214465733,,574.891009509899277,,,,401.539767110841467,4.744262206401349
164,MD/HD-400 - MD-50,4,8,35,,365.489292765247512,,586.124630992122093,,,,430.771714001103248,5.485625742963447
165,MD/HD-400 - MD/HD-100,4,22,36,,377.724215931749995,,618.346000985732530,,,,446.997481835413282,5.644333646119602
166,MD/HD-400 - MD/HD-00,4,17,37,,409.408684632628820,,641.992620642534121,,,,476.778308474424307,5.965748436768138
167,MD/HD-400 - MD/HD-0,4,1,38,,422.091484745337539,,665.370823531185010,,,,491.116422048143932,6.191237502901081
168,MD/HD-400 - MD-150,4,24,39,,416.922597175582723,,702.159170652974581,,,,497.758231889047806,6.456924778091166
169,MD/HD-400 - MD-50,4,18,40,,451.894238764060390,,717.698230916289276,,,,526.410881403333633,6.433618261046798
170,MD/HD-400 - MD/HD-100,4,19,41,,494.431400474890609,,800.258012777352519,,,,586.883467279239994,6.932581242137663
171,MD/HD-400 - MD/HD-200,4,25,42,,475.756255436068784,,813.436607489447965,,,,572.719691077598100,7.181118917217503
172,MD/HD-400 - MD-150,4,20,43,,505.221969341137992,,850.396400850246437,,,,599.564704662341228,7.631939660267191
173,MD/HD-500 - MD/HD-500,5,5,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
174,MD/HD-500 - MD/HD-100,5,43,2,,22.795065140912055,,28.787860549053832,,,,23.908872668436256,0.165915382861457
175,MD/HD-500 - MD/HD-200,5,36,3,,32.753408559567191,,37.556615817479795,,,,33.826452007610996,0.324651480927636
176,MD/HD-500 - MD-550,5,14,4,,45.005559267071256,,81.576417958199642,,,,55.913062856337703,0.759127788131235
177,MD/HD-500 - MD-50,5,42,5,,52.532660392793353,,83.447881323888836,,,,60.010356796815969,0.746873610372094
178,MD/HD-500 - MD-350,5,39,6,,60.240066025370595,,87.377132172433917,,,,66.255154806556433,0.707961259374713
179,MD/HD-500 - MD-450,5,13,7,,61.427939768591727,,100.787455594191883,,,,71.400199254635083,0.846574958287924
180,MD/HD-500 - MD-250,5,37,8,,69.563013231447613,,101.629224107022978,,,,76.933345700610062,0.905668809288215
181,MD/HD-500 - MD-250,5,35,9,,69.529583983172841,,108.619262628285455,,,,78.091507227748579,0.918276349219246
182,MD/HD-500 - MD/HD-00,5,41,10,,90.372929317688417,,134.397312042809688,,,,100.024833582087098,1.115853211749547
183,MD/HD-500 - MD/HD-400,5,40,11,,98.647851280119951,,145.847519019095216,,,,108.955445026978936,1.172019148449421
184,MD/HD-500 - MD/HD-600,5,6,12,,88.956658584825959,,162.489497338371706,,,,111.054537040901934,1.357204143790078
185,MD/HD-500 - MD/HD-300,5,38,13,,107.380394996176420,,173.609566099366731,,,,122.951898666037323,1.558065200991224
186,MD/HD-500 - MD/HD-400,5,4,14,,104.115812938989862,,179.385613661739882,,,,124.846924039116686,1.500710699958757
187,MD/HD-500 - MD/HD-200,5,34,15,,131.638890474711161,,198.128636681048505,,,,146.311738993574551,1.675958859536967
188,MD/HD-500 - MD-650,5,15,16,,131.782523223771989,,238.798392928000823,,,,163.827417824906291,2.030113342556240
189,MD/HD-500 - MD-350,5,12,17,,146.302522265362029,,259.325795593838620,,,,178.537878433677719,2.240451393216966
190,MD/HD-500 - MD-150,5,33,18,,167.381032399030033,,273.172647566774970,,,,191.549533575368827,2.476709628987077
191,MD/HD-500 - MD/HD-700,5,16,19,,190.201092403495863,,337.535589427386924,,,,231.014248294413278,2.724490022505084
192,MD/HD-500 - MD/HD-300,5,3,20,,189.858262721254846,,340.752737279945620,,,,234.056247765114222,3.007394394036974
193,MD/HD-500 - MD/HD-100,5,32,21,,213.412199474141630,,347.326444107429836,,,,246.056485803997674,3.197970768760347
194,MD/HD-500 - MD-750,5,7,22,,224.964077452761160,,399.528086454071911,,,,272.891281028192452,3.243551522480736
195,MD/HD-500 - MD-250,5,11,23,,238.900494085335311,,424.678360238628102,,,,294.843037013309811,3.794636073260961
196,MD/HD-500 - MD-50,5,31,24,,253.650593261499552,,425.521309492351463,,,,297.065587787739503,3.835775385869698
197,MD/HD-500 - MD/HD-200,5,2,25,,281.052571648741605,,508.608629706738270,,,,349.416295524860175,4.548165979029629
198,MD/HD-500 - MD-150,5,10,26,,331.420284649221571,,593.680362304012647,,,,409.076243269334384,5.337995007547781
199,MD/HD-500 - MD/HD-00,5,26,27,,389.579081658808661,,651.774364143094090,,,,468.484692396460957,5.813613750917829
200,MD/HD-500 - MD/HD-00,5,21,28,,387.447651588046540,,655.244158718207473,,,,466.178420580292027,5.831986316778011
201,MD/HD-500 - MD/HD-00,5,29,29,,380.584612295374086,,655.285442851747007,,,,461.392788041721019,5.821263075104284
202,MD/HD-500 - IMD/HD-00,5,30,30,,408.246120471675226,,670.130168897545445,,,,487.072668467057895,5.949107655890245
203,MD/HD-500 - MD/HD-100,5,9,31,,414.637870708549940,,680.422541380998496,,,,494.356474170412525,6.136625886245351
204,MD/HD-500 - MD-50,5,28,32,,418.947314236241709,,709.472933762465573,,,,501.938716081281939,6.199050364935381
205,MD/HD-500 - MD-50,5,23,33,,430.828162952769731,,722.987471153269667,,,,513.693834891422739,6.300164101917979
206,MD/HD-500 - MD-50,5,27,34,,437.917184475225667,,733.286626611730071,,,,521.838444755422529,6.413410011297592
207,MD/HD-500 - MD-50,5,8,35,,468.690723010733336,,765.510832919475433,,,,554.805324025812752,6.887023398180734
208,MD/HD-500 - MD/HD-100,5,22,36,,480.925646177235649,,797.732202913084507,,,,571.031091860122729,6.930364880700188
209,MD/HD-500 - MD/HD-00,5,17,37,,512.610114878114700,,821.378822569887461,,,,600.811918499133867,7.376178128115195
210,MD/HD-500 - MD/HD-0,5,1,38,,525.292914990823306,,844.757025458538578,,,,615.150032072853492,7.603800998680874
211,MD/HD-500 - MD-150,5,24,39,,520.124027421068376,,881.545372580326557,,,,621.791841913757821,7.704252145107527
212,MD/HD-500 - MD-50,5,18,40,,555.095669009546100,,897.084432843638751,,,,650.444491428043193,7.802115834947798
213,MD/HD-500 - MD/HD-100,5,19,41,,597.632830720376546,,979.644214704701994,,,,710.917077303949895,8.256982839735974
214,MD/HD-500 - MD/HD-200,5,25,42,,578.957685681554494,,992.822809416799942,,,,696.753301102308228,8.377270658098189
215,MD/HD-500 - MD-150,5,20,43,,608.423399586624669,,1029.782602777598413,,,,723.598314687052152,8.908273644807336
216,MD/HD-600 - MD/HD-600,6,6,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
217,MD/HD-600 - MD/HD-400,6,40,2,,25.548671192641820,,36.624836084447828,,,,26.995747664876124,0.304085133092599
218,MD/HD-600 - MD-650,6,15,3,,47.052112302873638,,77.677932086918688,,,,56.243884530623646,0.686494278644616
219,MD/HD-600 - MD-550,6,14,4,,45.051196229106431,,81.979637023178867,,,,56.472139389096412,0.715529978737120
220,MD/HD-600 - MD-350,6,39,5,,67.138224926626918,,89.747349529159365,,,,70.680301747607430,0.718598445647698
221,MD/HD-600 - MD/HD-500,6,5,6,,91.655307692177260,,164.699252486159509,,,,113.370753222422110,1.357204143790078
222,MD/HD-600 - MD/HD-100,6,43,7,,98.443551112809402,,168.835170696674055,,,,120.227859120782483,1.416246181503020
223,MD/HD-600 - MD/HD-700,6,16,8,,105.470681482597541,,176.415128586304775,,,,123.430715000130647,1.420570902458487
224,MD/HD-600 - MD/HD-200,6,36,9,,132.234765501587418,,178.384550108569869,,,,140.007816906239754,1.457804192031628
225,MD/HD-600 - MD-50,6,42,10,,112.653146753169722,,202.321224078299053,,,,139.590273612209700,1.676638158672721
226,MD/HD-600 - MD-250,6,37,11,,164.980524865796383,,228.936616909410077,,,,176.404972242758475,1.528589040696565
227,MD/HD-600 - MD-750,6,7,12,,140.233666531862667,,238.407625612989563,,,,165.307747733909650,1.910366395473731
228,MD/HD-600 - MD/HD-00,6,41,13,,150.493415678064821,,253.270654797220146,,,,179.604750397480757,2.057748077650624
229,MD/HD-600 - MD-450,6,13,14,,148.452721880662807,,260.366676733760642,,,,179.955721967446209,2.200600590737289
